start,end,pitch,syllable
2.6667,4.8333,64,ai_m
5.3333,6.0000,65,d_r_ii
6.0000,6.6667,64,m_i_ng
6.6667,7.3333,63,ao_v
7.3333,8.0000,64,eo
8.0000,10.1667,65,w_ai_t
10.6667,11.3333,66,k_r_i_s
11.3333,13.1667,67,m_eo_s
14.0000,14.6667,69,j_ao_s_t
14.6667,15.3333,71,l_ai_k
15.3333,16.0000,72,dh_eo
16.0000,16.6667,74,w_ao_n_z
16.6667,17.3333,72,ai
17.3333,18.0000,71,y_uu_z_d
18.0000,18.5833,69,t_uu
18.6666,20.3333,67,n_ou
22.6666,23.3333,60,w_e_r
23.3333,23.8333,62,dh_eo
24.0000,25.0833,64,t_r_ii
25.3333,26.1666,64,t_oo_p_s
26.6666,27.3333,64,g_l_i
27.3333,28.6666,69,s_eo_n
28.6666,29.3333,67,eo_n_d
29.3333,30.6666,60,ch_i_l_d
30.6666,31.4166,60,r_eo_n
32.0000,32.6666,60,l_i
32.6666,34.0000,67,s_eo_n
34.0000,34.6666,65,t_uu
34.6666,36.6666,64,h_ii_r
37.3333,38.0000,65,s_l_ei
38.0000,38.6666,64,b_e_l_z
38.6666,39.3333,62,i_n
39.3333,40.0000,60,dh_eo
40.0000,42.8333,62,s_n_ou
45.3333,47.5000,64,ai_m
48.0000,48.6666,65,d_r_ii
48.6666,49.3333,64,m_i_ng
49.3333,50.0000,63,ao_v
50.0000,50.6666,64,eo
50.6666,52.7499,65,w_ai_t
53.3333,53.9999,66,k_r_i_s
53.9999,55.9999,67,m_eo_s
56.6666,57.3333,69,w_i_dh
57.3333,57.9999,71,e
57.9999,58.6666,72,v_r_ii
58.6666,59.3333,74,k_r_i_s
59.3333,59.9999,72,m_eo_s
59.9999,60.6666,71,k_a_r_d
60.6666,61.2499,69,ai
61.3333,63.9166,67,r_ai_t
65.3333,65.9999,60,m_ei
65.9999,66.6666,62,y_oo_r
66.6666,67.9999,64,d_ei_z
67.9999,68.9166,64,b_ii
69.3333,69.9999,64,m_e
69.9999,71.3333,69,r_ii
71.3333,71.9999,67,eo_n_d
71.9999,75.1666,72,b_r_ai_t
75.9999,76.6666,60,eo_n_d
76.6666,77.3333,62,m_ei
77.3333,78.6666,64,oo_l
78.6666,79.4999,64,y_oo_r
79.9999,80.4166,69,k_r_i_s
80.6666,81.3333,59,m_eo
81.3333,81.9999,59,s_i_z
81.9999,82.6666,59,b_ii
82.6666,85.8332,60,w_ai_t
