start,end,pitch,syllable
2.3621,2.6366,61,l_i
2.7365,3.0535,63,t_eo_l
3.0535,3.3247,65,r_a
3.3776,3.6830,66,b_i_n
3.6830,4.1624,68,r_e_d
4.2745,4.6727,65,b_r_e_s_t
4.9156,5.2384,70,s_ae_t
5.2384,5.3776,70,eo_p
5.5432,5.7945,73,a_n
5.7945,6.0161,70,eo
6.1572,6.9742,68,t_r_ii
7.4426,7.8595,66,ao_p
8.0283,8.4697,68,w_e_n_t
8.5863,8.8866,65,p_u
8.8866,9.0773,63,s_ii
9.1939,9.5348,61,k_ae_t
9.5348,9.8814,61,eo_n_d
9.8814,10.2635,63,d_au_n
10.4658,10.9781,65,w_e_n_t
11.1488,11.8975,63,h_ii
12.3209,12.6321,61,d_a
12.6321,12.8492,63,u_n
12.9484,13.2429,65,k_e
13.2429,13.5000,66,i_m
13.5515,13.8286,68,p_u
13.8286,14.0019,68,s_ii
14.1636,14.4807,65,k_ae_t
14.4807,14.7745,65,eo
14.7745,15.4085,70,w_ei
15.4085,15.6469,73,r_a
15.7100,16.0090,70,b_eo_n
16.0090,16.7133,68,r_ae_n
16.9349,17.2506,68,s_e_z
17.2506,17.5670,66,l_i
17.5670,17.8956,66,t_eo_l
17.8956,18.1604,68,r_a
18.2203,18.5193,68,b_eo_n
18.5193,18.7841,65,r_e
18.7841,18.9742,63,e_d
19.1031,19.4697,61,b_r_e_s_t
19.7107,20.0283,63,k_ae_ch
20.0283,20.3473,63,m_ii
20.3473,20.5528,65,i_f
20.6939,20.8718,65,y_uu
20.9729,21.8544,61,k_ae_n
27.0979,27.3428,61,l_i
27.4594,27.7629,63,t_eo_l
27.7629,28.0670,65,r_a
28.1198,28.4252,66,b_i_n
28.4252,28.8543,68,r_e_d
29.0167,29.4272,65,b_r_e_s_t
29.6050,29.8589,70,j_ao_m_p_t
29.9433,30.1391,70,eo_p
30.2996,30.5528,73,a_n
30.5528,30.8563,70,eo
30.8956,31.6984,68,w_oo_l
32.1185,32.3936,66,p_u
32.3936,32.5953,66,s_ii
32.6991,32.8936,68,k_ae_t
33.0116,33.3492,68,j_ao_m_p_t
33.3492,33.5225,65,ae_f
33.6385,33.9478,63,t_er
33.9478,34.2796,61,h_i_m
34.2796,34.6140,61,eo_n_d
34.6140,34.8808,63,oo_l
34.8808,35.1237,63,m_ou_s_t
35.1945,35.5180,65,h_ae_d
35.5180,35.6900,65,eo
35.7770,36.6056,63,f_oo_l
37.0560,37.2074,61,l_i
37.3621,37.6598,63,t_eo_l
37.6598,37.9555,65,r_a
37.9890,38.2667,66,b_i_n
38.2667,38.4587,68,ch_er_p_t
38.6050,38.8543,68,eo_n_d
38.8543,39.1894,65,s_ae_ng
39.1894,39.5167,65,eo_n_d
39.5167,39.7055,70,w_ao_t
39.8299,39.9813,70,d_i_d
40.1282,40.4381,73,p_u
40.4381,40.6121,70,s_ii
40.7416,41.6733,68,s_e_d
42.0206,42.2899,66,p_u
42.2899,42.4523,66,s_ii
42.5882,42.8518,68,k_ae_t
42.8518,43.0554,68,s_e_d
43.1082,43.7996,65,m_j_au
43.8331,44.4561,61,eo_n_d
44.4561,44.7467,63,r_a
44.7905,44.9761,63,b_eo_n
45.0489,45.3981,65,f_l_uu
45.3981,45.7061,65,eo
45.7061,46.6398,61,w_ei
