start,end,pitch,syllable
1.9130,2.0870,60,y_uu
2.0870,2.4348,60,b_e
2.4348,2.6087,61,t_er
2.6087,3.1304,63,w_a_ch
3.1304,3.5543,63,au_t
3.9783,4.1739,63,y_uu
4.1739,4.5217,65,b_e
4.5217,4.6957,67,t_er
4.6957,5.2174,68,n_a_t
5.2174,5.7391,68,k_r_ai
6.2609,6.6087,60,b_e
6.6087,6.7826,61,t_er
6.7826,7.1304,63,n_a_t
7.3043,7.8261,63,p_au_t
7.8261,8.3478,63,ai_m
8.3478,8.6957,65,t_e
8.6957,8.8696,63,l_i_ng
8.8696,9.3913,61,y_uu
9.3913,9.9130,61,w_ai
10.3696,10.9565,60,s_ae_n
10.9565,11.3043,63,t_eo
11.4783,12.0000,56,k_l_oo_z
12.0000,12.5217,60,i_z
12.5217,12.8696,58,k_ao
12.8696,13.5652,61,m_i_ng
14.0217,14.4022,55,t_uu
14.6087,16.6956,56,t_au_n
18.6087,18.7826,60,h_ii_s
18.7826,19.1304,60,m_ei
19.1304,19.3043,61,k_i_ng
19.3043,19.8261,63,eo
19.8261,20.2500,63,l_i_s_t
20.6956,20.8696,63,eo_n_d
20.8696,21.2174,65,ch_e
21.2174,21.3913,67,k_i_ng
21.3913,21.6522,68,i_t
21.8152,22.5978,68,t_w_ai_s
22.8913,23.3043,60,g_ao
23.3043,23.4783,61,n_a
23.4783,24.0000,63,f_ai_n_d
24.0000,24.5217,63,au_t
24.5217,25.0435,63,h_uu_s
25.0435,25.3913,65,n_oo
25.3913,25.5652,63,t_ii
25.5652,26.0870,61,eo_n_d
26.0870,26.6956,61,n_ai_s
27.1304,27.6522,60,s_ae_n
27.6522,28.1087,63,t_eo
28.1087,28.5217,56,k_l_oo_z
28.6956,29.2174,60,i_z
29.2174,29.5652,58,k_ao
29.5652,30.3478,61,m_i_ng
30.7174,31.2065,55,t_uu
31.2065,33.0326,56,t_au_n
34.9565,35.4783,68,h_ii
35.4783,36.0000,70,s_ii_z
36.0000,36.5217,68,y_uu
36.5217,37.0435,67,w_e_n
37.0435,37.5652,68,y_uu_r
37.5652,37.9130,65,s_l_ii
38.0869,38.6956,65,p_i_ng
39.1304,39.6522,68,h_ii
39.6522,40.1739,70,n_ou_z
40.1739,40.6956,68,w_e_n
40.6956,41.1522,67,y_uu_r
41.1522,41.7391,68,eo
41.7391,42.7826,65,w_ei_k
43.3043,43.8261,70,h_ii
43.8261,44.3478,72,n_ou_z
44.3478,44.8696,70,i_f
44.8696,45.3913,69,y_uu_v
45.3913,45.9130,70,b_i_n
45.9130,46.4348,67,b_ae_d
46.4348,46.8913,67,oo_r
46.8913,47.0652,67,g_u_d
47.4782,47.8261,67,s_ou
47.8261,48.0000,68,b_ii
48.0000,48.3478,70,g_u_d
48.5217,49.0435,68,f_oo_r
49.0435,49.5652,67,g_u_d
49.5652,50.0869,65,n_eo_s
50.0869,50.6956,63,s_ei_k
51.1304,51.7174,63,ou
52.1087,52.5217,60,b_e
52.5217,52.6956,61,t_er
52.6956,53.2174,63,w_a_ch
53.2174,53.5652,63,au_t
54.0543,54.1956,63,y_uu
54.2609,54.6087,65,b_e
54.6087,54.7826,67,t_er
54.7826,55.3043,68,n_a_t
55.3043,55.9130,68,k_r_ai
56.3478,56.6956,60,b_e
56.6956,56.8696,61,t_er
56.8696,57.2174,63,n_a_t
57.3913,57.9130,63,p_au_t
57.9130,58.4348,63,ai_m
58.4348,58.7826,65,t_e
58.7826,58.9565,63,l_i_ng
58.9565,59.4782,61,y_uu
59.4782,60.0000,61,w_ai
60.5217,61.0435,60,s_ae_n
61.0435,61.3913,63,t_eo
61.5652,61.9130,56,k_l_oo_z
62.0869,62.6087,60,i_z
62.6087,62.9565,58,k_ao
62.9565,63.6522,61,m_i_ng
64.1739,64.5217,55,t_uu
64.6956,66.7174,56,t_au_n
68.6956,68.8695,60,y_uu
68.8695,69.2174,60,b_e
69.2174,69.3913,61,t_er
69.3913,69.9130,63,w_a_ch
69.9130,70.3478,63,au_t
70.7826,70.9565,63,y_uu
70.9565,71.3043,65,b_e
71.3043,71.4782,67,t_er
71.4782,71.7391,68,n_a_t
72.0000,72.5217,68,k_r_ai
73.0435,73.3913,60,b_e
73.3913,73.5652,61,t_er
73.5652,73.9130,63,n_a_t
74.0869,74.6087,63,p_au_t
74.6087,75.1304,63,ai_m
75.1304,75.4782,65,t_e
75.4782,75.6522,63,l_i_ng
75.6522,76.1739,61,y_uu
76.1739,76.6956,61,w_ai
77.2174,77.7391,60,s_ae_n
77.7391,78.0869,63,t_eo
78.2609,78.6087,56,k_l_oo_z
78.7826,79.3043,60,i_z
79.3043,79.6522,58,k_ao
79.6522,80.3478,61,m_i_ng
80.8695,81.3913,55,t_uu
81.3913,83.3478,56,t_au_n
85.3913,85.5652,60,h_ii_s
85.5652,85.9130,60,m_ei
85.9130,86.0869,61,k_i_ng
86.0869,86.6087,63,eo
86.6087,87.0000,63,l_i_s_t
87.4782,87.6522,63,eo_n_d
87.6522,88.0000,65,ch_e
88.0000,88.1739,67,k_i_ng
88.1739,88.4348,68,i_t
88.6956,89.3043,68,t_w_ai_s
89.7391,90.0869,60,g_ao
90.0869,90.2608,61,n_a
90.2608,90.7826,63,f_ai_n_d
90.7826,91.3043,63,au_t
91.3043,91.8261,63,h_uu_s
91.8261,92.1739,65,n_oo
92.1739,92.3478,63,t_ii
92.3478,92.8695,61,eo_n_d
92.8695,93.3913,61,n_ai_s
93.8152,94.4348,60,s_ae_n
94.4348,94.8913,63,t_eo
94.8913,95.3043,56,k_l_oo_z
95.4782,96.0000,60,i_z
96.0000,96.3478,58,k_ao
96.3478,97.0435,61,m_i_ng
97.5652,98.0869,55,t_uu
98.0869,100.0000,56,t_au_n
101.7391,102.2608,68,h_ii
102.2608,102.7826,70,s_ii_z
102.7826,103.3043,68,y_uu
103.3043,103.8261,67,w_e_n
103.8261,104.3478,68,y_uu_r
104.3478,104.6956,65,s_l_ii
104.8695,105.4782,65,p_i_ng
105.9130,106.4348,68,h_ii
106.4348,106.9565,70,n_ou_z
106.9565,107.4782,68,w_e_n
107.4782,108.0000,67,y_uu_r
108.0000,108.5217,68,eo
108.5217,109.5652,65,w_ei_k
110.0869,110.6087,70,h_ii
110.6087,111.1304,72,n_ou_z
111.1304,111.6521,70,i_f
111.6521,112.1739,69,y_uu_v
112.1739,112.6956,70,b_i_n
112.6956,113.2174,67,b_ae_d
113.2174,113.7391,67,oo_r
113.7391,113.9130,67,g_u_d
114.2608,114.6087,67,s_ou
114.6087,114.7826,68,b_ii
114.7826,115.1304,70,g_u_d
115.3043,115.8261,68,f_oo_r
115.8261,116.3478,67,g_u_d
116.3478,116.8695,65,n_eo_s
116.8695,117.3043,63,s_ei_k
117.9130,118.6087,63,ou
118.9239,119.3043,60,b_e
119.3043,119.4782,61,t_er
119.4782,120.0000,63,w_a_ch
120.0000,120.3478,63,au_t
120.8369,120.9456,63,y_uu
121.0108,121.3913,65,b_e
121.3913,121.5652,67,t_er
121.5652,122.0869,68,n_a_t
122.0869,122.6956,68,k_r_ai
123.1304,123.4782,60,b_e
123.4782,123.6521,61,t_er
123.6521,124.0000,63,n_a_t
124.1739,124.4348,63,p_au_t
124.6956,125.2174,63,ai_m
125.2174,125.5652,65,t_e
125.5652,125.7391,63,l_i_ng
125.7391,126.2608,61,y_uu
126.2608,126.7826,61,w_ai
127.3043,127.8261,60,s_ae_n
127.8261,128.0869,63,t_eo
128.3478,128.8695,56,k_l_oo_z
128.8695,129.3913,60,i_z
129.3913,129.7391,58,k_ao
129.7391,130.4348,61,m_i_ng
130.9565,131.3043,55,t_uu
131.4782,133.0434,56,t_au_n
