start,end,pitch,syllable
1.8000,2.4000,62,m_i_d
2.4000,3.3000,66,p_l_e
3.3000,3.6000,67,e
3.6000,4.2000,67,zh_er_z
4.2000,4.8000,69,eo_n_d
4.8000,6.0000,69,p_ae
6.0000,6.6000,66,l_eo
6.6000,6.9000,69,s_eo_z
7.2000,8.1000,67,th_r_uu
8.1000,8.4000,66,eo
8.4000,9.0000,67,w_ii
9.0000,9.6000,64,m_ei
9.6000,10.8000,66,r_ou_m
11.4000,11.7000,62,b_ii
11.7000,12.0000,64,i_t
12.0000,12.9000,66,e
12.9000,13.2000,67,e
13.2000,13.8000,67,v_er
13.8000,14.4000,69,s_ou
14.4000,15.5250,69,h_ao_m
15.5250,15.8250,66,b_eo_l
16.2000,16.8000,69,dh_e_r_s
16.8000,17.7000,67,n_ou
17.7000,18.0000,66,ou
18.0000,18.6000,67,p_l_ei_s
18.6000,19.2000,64,l_ai_k
19.2000,20.1000,62,h_ou_m
21.0000,21.6000,69,eo
21.6000,22.5000,74,ch_a
22.5000,22.8000,73,a_r_m
22.8000,23.4000,71,f_r_ao_m
23.4000,23.9250,69,dh_eo
23.9250,24.8250,69,s_k_ai_z
25.2000,25.8000,66,s_ii_m_z
25.8000,26.4000,69,t_uu
26.4000,27.3000,67,h_a
27.3000,27.6000,66,a
27.6000,28.2000,67,l_ou
28.2000,28.8000,64,eo_s
28.8000,29.7000,66,dh_e_r
30.6000,31.2000,69,w_i_ch
31.2000,32.1000,74,s_ii
32.1000,32.4000,73,ii_k
32.4000,33.0000,71,th_r_uu
33.0000,33.6000,69,dh_eo
33.6000,34.4250,69,w_er_l_d
34.8000,35.4000,66,i_z
35.4000,36.0000,69,n_i_r
36.0000,36.9000,67,m_e
36.9000,37.2000,66,e_t
37.2000,37.8000,67,w_i_dh
37.8000,38.4000,64,e_l
38.4000,39.7500,62,s_w_e_r
40.8000,42.8250,69,h_ou_m
43.2000,44.4000,67,h_ou
44.4000,45.0750,64,ou_m
45.6000,46.8000,62,s_w_ii_t
46.8000,48.0000,64,s_w_ii_t
48.0000,49.2000,66,h_ou_m
49.8000,50.4000,69,dh_e_r_s
50.4000,51.3000,74,n_ou
51.3000,51.6000,73,ou
51.6000,52.2000,71,p_l_ei_s
52.2000,52.8000,69,l_ai_k
52.8000,54.0000,69,h_ou
54.0000,54.1500,66,ou_m
54.6000,55.2000,69,dh_e_r_s
55.2000,56.1000,67,n_ou
56.1000,56.4000,66,ou
56.4000,57.0000,67,p_l_ei_s
57.0000,57.6000,64,l_ai_k
57.6000,58.9500,62,h_ou_m
69.0000,69.6000,62,eo_n
69.6000,70.5000,66,i
70.5000,70.8000,67,i_g
70.8000,71.4000,67,z_ai_l
71.4000,72.0000,69,f_r_ao_m
72.0000,72.7500,69,h_ou_m
73.2000,73.8000,66,s_p_l_e_n
73.8000,74.4000,69,d_er
74.4000,75.3000,67,d_ae
75.3000,75.6000,66,ae
75.6000,76.2000,67,z_eo_l_z
76.2000,76.8000,64,i_n
76.8000,78.0000,66,v_ei_n
78.6000,79.2000,62,ou
79.2000,80.1000,66,g_i
80.1000,80.4000,67,i_v
80.4000,81.0000,67,m_ii
81.0000,81.6000,69,m_ai
81.6000,82.8000,69,l_ou
82.8000,83.0250,66,l_ii
83.4000,84.0000,69,th_ae_ch_t
84.0000,84.9000,67,k_ao
84.9000,85.2000,66,ao
85.2000,85.8000,67,t_eo_j
85.8000,86.4000,64,eo
86.4000,87.6000,62,g_ei_n
88.2000,88.8000,69,dh_eo
88.8000,89.7000,74,b_eo
89.7000,90.0000,73,er_d_z
90.0000,90.6000,71,s_i_ng
90.6000,91.2000,69,i_ng
91.2000,92.4000,69,g_ei
92.4000,92.5500,66,l_ii
93.0000,93.6000,69,dh_ae_t
93.6000,94.5000,67,k_ao
94.5000,94.8000,66,ao_m
94.8000,95.4000,67,ae_t
95.4000,96.0000,64,m_ai
96.0000,97.2000,66,k_oo_l
97.8000,98.1000,69,g_i_v
98.1000,98.4000,69,m_ii
98.4000,99.3000,74,dh_e
99.3000,99.6000,73,e_m
99.6000,100.2000,71,w_i_dh
100.2000,100.8000,69,dh_eo
100.8000,101.6250,69,p_ii_s
102.0000,102.6000,66,ao_v
102.6000,103.2000,69,m_ai_n_d
103.2000,104.1000,67,d_i
104.1000,104.4000,66,i
104.4000,105.0000,67,r_er
105.0000,105.6000,64,dh_ae_n
105.6000,106.9500,62,oo_l
108.0000,110.4000,69,h_ou_m
110.4000,111.6000,67,h_ou
111.6000,112.5000,64,ou_m
112.8000,114.0000,62,s_w_ii_t
114.0000,115.2000,64,s_w_ii_t
115.2000,116.4750,66,h_ou_m
117.0000,117.6000,69,dh_e_r_s
117.6000,118.5000,74,n_ou
118.5000,118.8000,73,ou
118.8000,119.4000,71,p_l_ei_s
119.4000,120.0000,69,l_ai_k
120.0000,121.2000,69,h_ou
121.2000,121.2750,66,ou_m
121.8000,122.4000,69,dh_e_r_s
122.4000,123.3000,67,n_ou
123.3000,123.6000,66,ou
123.6000,124.2000,67,p_l_ei_s
124.2000,124.8000,64,l_ai_k
124.8000,126.1500,62,h_ou_m
