start,end,pitch,syllable
1.8462,2.1538,66,r_uu
2.1538,2.6154,68,d_oo_l_f
2.6154,2.7692,66,dh_eo
2.7692,3.2308,63,r_e_d
3.2308,3.6923,71,n_ou_z_d
3.6923,4.1538,68,r_ei_n
4.1538,4.9231,66,d_i_r
5.5385,5.8461,66,h_ae_d
5.8461,6.0000,68,eo
6.0000,6.3077,66,v_e
6.3077,6.4615,68,r_ii
6.4615,6.9231,66,sh_ai
6.9231,7.3846,71,n_ii
7.3846,8.6154,70,n_ou_z
9.2308,9.5385,64,eo_n_d
9.5385,10.0000,66,i_f
10.0000,10.1538,64,y_uu
10.1538,10.6154,61,e
10.6154,11.0769,70,v_er
11.0769,11.5384,68,s_oo
11.5384,11.8461,66,i_t
12.9231,13.2308,66,y_uu
13.2308,13.3846,68,w_u_d
13.3846,13.6923,66,ii
13.6923,13.8461,68,v_eo_n
13.8461,14.3077,66,s_ei
14.3077,14.7692,68,i_t
14.7692,15.8461,63,g_l_ou_z
16.6154,16.9231,66,oo_l
16.9231,17.2308,68,ao_v
17.3846,17.5384,66,dh_ii
17.5384,18.0000,63,ao
18.0000,18.4615,71,dh_er
18.4615,18.9231,68,r_ei_n
18.9231,19.6923,66,d_i_r
20.3077,20.6154,66,y_uu_z_d
20.6154,20.7692,68,t_uu
20.7692,21.0769,66,l_ae_f
21.0769,21.2307,68,eo_n_d
21.2307,21.6923,66,k_oo_l
21.6923,22.1538,71,h_i_m
22.1538,23.3846,70,n_ei_m_z
24.0000,24.3077,64,dh_ei
24.3077,24.7692,66,n_e
24.7692,24.9231,64,v_er
24.9231,25.0769,61,l_e_t
25.3846,25.8461,70,p_u_r
25.8461,26.3077,68,r_uu
26.3077,26.9230,66,d_oo_l_f
27.6923,28.0000,66,j_oi_n
28.0000,28.1538,68,i_n
28.1538,28.4615,66,e
28.4615,28.6154,68,n_ii
28.6154,29.0769,66,r_ei_n
29.0769,29.5384,73,d_i_r
29.5384,30.7692,71,g_ei_m_z
31.3846,31.8461,68,dh_e_n
31.8461,32.3077,68,w_ao_n
32.3077,32.7692,71,f_a
32.7692,33.2307,68,g_ii
33.2307,33.6923,66,k_r_i_s
33.6923,34.0000,63,m_eo_s
34.0000,34.6153,66,ii_v
35.0769,35.5384,64,s_ae_n
35.5384,36.0000,68,t_eo
36.0000,36.4615,66,k_ei_m
36.4615,36.9230,64,t_uu
36.9230,38.1538,63,s_ei
38.7692,39.2307,61,r_uu
39.2307,39.6923,63,d_oo_l_f
39.6923,40.1538,66,w_i_dh
40.1538,40.6153,68,y_oo_r
40.6153,41.0769,70,n_ou_z
41.0769,41.5384,70,s_ou
41.5384,42.0000,70,b_r_ai_t
42.4615,42.9230,71,w_ou_n_t
42.9230,43.3846,71,y_uu
43.3846,43.8461,70,g_ai_d
43.8461,44.3076,68,m_ai
44.3076,44.7692,66,s_l_ei
44.7692,45.0769,64,t_uu
45.0769,45.6923,61,n_ai_t
46.1538,46.4615,66,dh_e_n
46.4615,46.9230,68,h_au
46.9230,47.0769,66,dh_eo
47.0769,47.5384,63,r_ei_n
47.5384,48.0000,71,d_i_r
48.0000,48.4615,68,l_ao_v_d
48.4615,49.2307,66,h_i_m
49.8461,50.1538,66,ae_z
50.1538,50.3076,68,dh_ei
50.3076,50.6153,66,sh_au_t
50.6153,50.7692,68,i_t
50.7692,51.2307,66,au_t
51.2307,51.6923,71,w_i_dh
51.6923,53.0769,70,g_l_ii
53.5384,53.8461,64,r_uu
53.8461,54.3076,66,d_oo_l_f
54.3076,54.4615,64,dh_eo
54.4615,54.9230,61,r_e_d
54.9230,55.3846,70,n_ou_z_d
55.3846,55.8461,68,r_ei_n
55.8461,56.7692,66,d_i_r
57.2307,57.5384,66,y_uu_l
57.5384,57.6922,68,g_ou
57.6922,57.9999,66,d_au_n
57.9999,58.1538,68,i_n
58.1538,58.6153,66,h_i_s
58.6153,59.0769,73,t_oo
59.0769,60.1538,71,r_ii
68.3076,68.6153,66,r_uu
68.6153,69.0769,68,d_oo_l_f
69.0769,69.2307,66,dh_eo
69.2307,69.6922,63,r_e_d
69.6922,70.1538,71,n_ou_z_d
70.1538,70.6153,68,r_ei_n
70.6153,71.3845,66,d_i_r
71.9999,72.3076,66,h_ae_d
72.3076,72.4615,68,eo
72.4615,72.7692,66,v_e
72.7692,72.9230,68,r_ii
72.9230,73.3845,66,sh_ai
73.3845,73.8461,71,n_ii
73.8461,75.0768,70,n_ou_z
75.6922,75.9999,64,eo_n_d
75.9999,76.4615,66,i_f
76.4615,76.6153,64,y_uu
76.6153,77.0768,61,e
77.0768,77.5384,70,v_er
77.5384,77.9999,68,s_oo
77.9999,78.3076,66,i_t
79.3845,79.6922,66,y_uu
79.6922,79.8461,68,w_u_d
79.8461,80.1538,66,ii
80.1538,80.3076,68,v_eo_n
80.3076,80.7691,66,s_ei
80.7691,81.2307,68,i_t
81.2307,82.1538,63,g_l_ou_z
83.0768,83.3845,66,oo_l
83.3845,83.6922,68,ao_v
83.8461,83.9999,66,dh_ii
83.9999,84.4615,63,ao
84.4615,84.9230,71,dh_er
84.9230,85.3845,68,r_ei_n
85.3845,85.9999,66,d_i_r
86.7691,87.0768,66,y_uu_z_d
87.0768,87.2307,68,t_uu
87.2307,87.5384,66,l_ae_f
87.5384,87.6922,68,eo_n_d
87.6922,88.1538,66,k_oo_l
88.1538,88.6153,71,h_i_m
88.6153,89.8461,70,n_ei_m_z
90.4614,90.7691,64,dh_ei
90.7691,91.2307,66,n_e
91.2307,91.3845,64,v_er
91.3845,91.6922,61,l_e_t
91.8461,92.3076,70,p_u_r
92.3076,92.6153,68,r_uu
92.7691,93.2307,66,d_oo_l_f
94.1538,94.4614,66,j_oi_n
94.4614,94.6153,68,i_n
94.6153,94.9230,66,e
94.9230,95.0768,68,n_ii
95.0768,95.5384,66,r_ei_n
95.5384,95.9999,73,d_i_r
95.9999,97.3845,71,g_ei_m_z
97.8461,98.3076,68,dh_e_n
98.3076,98.7691,68,w_ao_n
98.7691,99.2307,71,f_a
99.2307,99.6922,68,g_ii
99.6922,100.1537,66,k_r_i_s
100.1537,100.4614,63,m_eo_s
100.4614,101.0768,66,ii_v
101.5384,101.9999,64,s_ae_n
101.9999,102.4614,68,t_eo
102.4614,102.9230,66,k_ei_m
102.9230,103.3845,64,t_uu
103.3845,104.6153,63,s_ei
105.2307,105.6922,61,r_uu
105.6922,106.1537,63,d_oo_l_f
106.1537,106.6153,66,w_i_dh
106.6153,107.0768,68,y_oo_r
107.0768,107.5384,70,n_ou_z
107.5384,107.9999,70,s_ou
107.9999,108.6153,70,b_r_ai_t
108.9230,109.3845,71,w_ou_n_t
109.3845,109.8460,71,y_uu
109.8460,110.1537,70,g_ai_d
110.3076,110.7691,68,m_ai
110.7691,111.2307,66,s_l_ei
111.2307,111.5383,64,t_uu
