start,end,pitch,syllable
1.6148,1.9989,58,i_f
2.1494,3.0165,63,oo_l
3.0580,3.2295,65,dh_eo
3.2295,3.7489,67,r_ei_n
3.7489,4.0148,67,d_r_a_p_s
4.0966,4.3023,67,w_er
4.3023,4.6307,65,l_e
4.6307,4.8659,63,m_eo_n
4.8659,5.1642,65,d_r_a_p_s
5.2085,5.4273,67,eo_n_d
5.4273,5.9239,63,g_ao_m
5.9557,6.2449,58,d_r_a_p_s
6.5568,7.0710,63,ou
7.0710,7.4352,63,w_ao_t
7.4420,7.5920,67,eo
7.5920,8.1364,65,r_ei_n
8.1364,8.4608,63,dh_ae_t
8.4608,8.5790,62,w_u_d
8.7057,9.9977,63,b_ii
10.7386,11.4432,70,s_t_ae_n
11.4432,11.7261,70,d_i_ng
11.7261,11.8795,67,au_t
12.0034,12.4329,68,s_ai_d
12.5335,12.7409,68,w_i_dh
12.8261,13.0511,65,m_ai
13.0511,13.4471,67,m_au_th
13.6295,13.8341,67,ou
13.9716,14.1568,63,p_eo_n
14.1568,14.8756,65,w_ai_d
15.2625,15.5238,70,a
15.8028,16.0210,70,a
16.1568,16.3625,67,a
16.3625,16.6375,68,a
16.8591,17.0932,68,a
17.2341,17.4170,65,a
17.4170,17.6852,67,a
17.9545,18.1892,70,a
18.5045,19.0250,65,a
19.1159,19.5153,58,i_f
19.6494,20.4898,63,oo_l
20.5352,20.7045,65,dh_eo
20.7045,21.2170,67,r_ei_n
21.2170,21.5142,67,d_r_a_p_s
21.5790,21.7625,67,w_er
21.7625,22.0807,65,l_e
22.0807,22.3040,63,m_eo_n
22.3040,22.6398,65,d_r_a_p_s
22.6630,22.9352,67,eo_n_d
22.9352,23.3858,63,g_ao_m
23.4091,23.7000,58,d_r_a_p_s
24.0290,24.5022,63,ou
24.5022,24.8932,63,w_ao_t
24.8932,25.0579,67,eo
25.0579,25.6267,65,r_ei_n
25.6267,25.9062,63,dh_ae_t
25.9062,26.0727,62,w_u_d
26.1818,27.4994,63,b_ii
32.1568,32.4619,59,i_f
32.7147,33.4761,64,oo_l
33.5511,33.7358,66,dh_eo
33.7841,34.1045,68,s_n_ou
34.2892,34.6409,68,f_l_ei_k_s
34.6409,34.7960,68,w_er
34.8511,35.2034,66,k_ae_n
35.2034,35.3835,64,d_ii
35.4409,35.8079,66,b_a_r_z
35.8079,35.9744,68,eo_n_d
35.9744,36.2784,64,m_i_l_k
36.3880,36.8454,59,sh_ei_k_s
37.0846,37.5880,64,ou
37.5880,37.9750,64,w_ao_t
37.9750,38.1181,68,eo
38.1181,38.6181,66,s_n_ou
38.7091,39.0341,64,dh_ae_t
39.0341,39.1897,63,w_u_d
39.2795,40.5812,64,b_ii
41.2948,41.9909,71,s_t_ae_n
41.9909,42.2488,71,d_i_ng
42.2488,42.4863,68,au_t
42.4863,42.8727,69,s_ai_d
43.0329,43.2858,69,w_i_dh
43.3875,43.5914,66,m_ai
43.5914,44.1011,68,m_au_th
44.1733,44.4000,68,ou
44.4983,44.7511,64,p_eo_n
44.7511,45.5130,66,w_ai_d
45.7857,46.0931,71,a
46.3193,46.5215,71,a
46.7022,46.9136,68,a
46.9136,47.1613,69,a
47.4090,47.6340,69,a
47.7818,47.9886,66,a
47.9886,48.2875,68,a
48.5102,48.7522,71,a
49.0602,49.6312,66,a
49.6312,49.9869,59,i_f
50.2136,51.0056,64,oo_l
51.0636,51.1920,66,dh_eo
51.1920,51.6011,68,s_n_ou
51.6892,52.1130,68,f_l_ei_k_s
52.1420,52.2965,68,w_er
52.3204,52.7102,66,k_ae_n
52.7102,52.8590,64,d_ii
52.8909,53.2284,66,b_a_r_z
53.2693,53.3965,68,eo_n_d
53.3965,53.7090,64,m_i_l_k
53.8181,54.2556,59,sh_ei_k_s
54.5528,55.0573,64,ou
55.0573,55.4369,64,w_ao_t
55.4369,55.6318,68,eo
55.6318,56.1068,66,s_n_ou
56.1068,56.5005,64,dh_ae_t
56.5005,56.6511,63,w_u_d
56.7477,58.2062,64,b_ii
62.6874,63.1227,60,i_f
63.2403,64.1215,65,oo_l
64.1641,64.3170,65,dh_eo
64.3170,64.9005,69,s_ao_n
64.9005,65.1931,69,b_ii_m_z
65.2238,65.3880,69,w_er
65.4448,65.7727,67,b_ao
65.7988,65.8840,65,b_eo_l
65.9874,66.2835,67,g_ao_m
66.2835,66.5295,69,eo_n_d
66.5295,66.9579,65,ai_s
67.0408,67.3005,60,k_r_ii_m
67.6278,68.1897,65,ou
68.1897,68.5403,65,w_ao_t
68.5403,68.6602,69,eo
68.7033,69.2522,67,s_ao_n
69.2522,69.5869,65,dh_ae_t
69.5869,69.6925,65,w_u_d
69.7960,71.0937,65,b_ii
71.8511,72.5567,72,s_t_ae_n
72.5567,72.7988,72,d_i_ng
72.7988,73.0158,69,au_t
73.0158,73.4863,70,s_ai_d
73.6340,73.8448,70,w_i_dh
73.9454,74.1227,67,m_ai
74.1227,74.6198,69,m_au_th
74.7295,74.9295,69,ou
75.0505,75.2755,65,p_eo_n
75.2755,76.0408,67,w_ai_d
76.3465,76.5977,72,a
76.8692,77.0709,72,a
77.2420,77.4499,69,a
77.4499,77.6817,70,a
77.9545,78.1783,70,a
78.3340,78.5124,67,a
78.5124,78.8369,69,a
79.0636,79.2954,72,a
79.5920,80.1806,67,a
80.1806,80.5351,60,i_f
80.7289,81.6261,65,oo_l
81.6624,81.8272,67,dh_eo
81.8272,82.3420,69,s_ao_n
82.3420,82.6215,69,b_ii_m_z
82.6584,82.7971,69,w_er
82.8851,83.1886,67,b_ao
83.2386,83.3522,65,b_eo_l
83.4334,83.7772,67,g_ao_m
83.7772,83.9681,69,eo_n_d
83.9681,84.3920,65,ai_s
84.4709,84.7386,60,k_r_ii_m
85.0903,85.5931,65,ou
85.5931,85.9738,65,w_ao_t
85.9738,86.1136,69,eo
86.1136,86.6976,67,s_ao_n
86.6976,86.9999,65,dh_ae_t
86.9999,87.1573,64,w_u_d
87.2181,88.6596,65,b_ii
