start,end,pitch,syllable
1.1784,1.2389,62,y_uu
1.3553,1.4899,64,p_u_t
1.5822,1.8380,62,y_oo_r
1.8418,2.0293,67,r_ai_t
2.1317,2.5986,67,h_ae_n_d
2.5986,2.7841,67,i_n
3.0216,3.0894,62,y_uu
3.1947,3.3154,64,p_u_t
3.4423,3.6697,62,y_oo_r
3.6745,3.8524,67,r_ai_t
3.9889,4.4649,67,h_ae_n_d
4.4649,4.6293,67,au_t
4.9014,4.9461,62,y_uu
5.0437,5.1716,64,p_u_t
5.2981,5.5101,62,y_oo_r
5.5139,5.6548,67,r_ai_t
5.8264,6.2909,67,h_ae_n_d
6.2909,6.4779,67,i_n
6.7409,6.9178,64,eo
6.9178,7.1284,62,eo_n_d
7.1284,7.2558,62,y_uu
7.2558,7.5322,66,sh_ei_k
7.6784,7.8106,65,i_t
7.8106,8.0784,66,oo_l
8.0976,8.1529,65,eo
8.2764,8.6726,66,b_au_t
9.0543,9.1178,62,y_uu
9.2159,9.4832,66,d_uu
9.5245,9.6207,65,dh_eo
9.6832,9.8553,66,h_ou
9.9447,10.0375,65,k_ii
10.1178,10.2933,66,p_ou
10.3952,10.5197,66,k_ii
10.5880,10.8692,64,eo_n_d
10.8692,10.9514,62,y_uu
11.0144,11.3120,66,t_er_n
11.3120,11.4163,65,y_er
11.4163,11.6793,66,s_e_l_f
11.8216,11.9562,65,eo
11.9591,12.5159,66,r_au_n_d
12.9255,13.1803,62,dh_ae_t_s
13.2341,13.5966,62,w_ao_t
13.6418,13.7404,62,i_t_s
13.7404,14.2360,64,oo_l
14.3125,14.6846,66,eo
14.7793,16.0086,67,b_au_t
23.3360,23.4019,62,y_uu
23.5053,23.6620,64,p_u_t
23.7336,23.9971,62,y_oo_r
23.9971,24.1399,67,l_e_f_t
24.3014,24.7899,67,h_ae_n_d
24.7899,24.9505,67,i_n
25.2053,25.2687,62,y_uu
25.3567,25.5053,64,p_u_t
25.6158,25.8562,62,y_oo_r
25.8601,25.9726,67,l_e_f_t
26.1755,26.6505,67,h_ae_n_d
26.6505,26.8120,67,au_t
27.0735,27.1125,62,y_uu
27.2043,27.3764,64,p_u_t
27.4634,27.7081,62,y_oo_r
27.7120,27.8187,67,l_e_f_t
27.9985,28.4985,67,h_ae_n_d
28.4985,28.6380,67,i_n
28.8851,29.1130,64,eo
29.1130,29.3413,62,eo_n_d
29.3413,29.4250,62,y_uu
29.4250,29.7149,66,sh_ei_k
29.8668,29.9745,65,i_t
29.9803,30.2875,66,oo_l
30.2875,30.3480,65,eo
30.4572,30.9303,66,b_au_t
31.2264,31.2735,62,y_uu
31.3490,31.6404,66,d_uu
31.6754,31.8379,65,dh_eo
31.8379,32.0062,66,h_ou
32.1235,32.2101,65,k_ii
32.2846,32.4577,66,p_ou
32.5937,32.8053,66,k_ii
32.8053,33.0331,64,eo_n_d
33.0331,33.1447,62,y_uu
33.2043,33.4841,66,t_er_n
33.4841,33.6139,65,y_er
33.6139,33.8432,66,s_e_l_f
34.0004,34.1379,65,eo
34.1379,34.6764,66,r_au_n_d
35.0649,35.2846,62,dh_ae_t_s
35.3870,35.6105,62,w_ao_t
35.7812,35.9966,62,i_t_s
35.9966,36.4158,64,oo_l
36.4187,36.7221,66,eo
36.8831,37.8865,67,b_au_t
45.4841,45.5351,62,y_uu
45.6576,45.8134,64,p_u_t
45.8778,46.1115,62,y_oo_r
46.1115,46.2745,67,r_ai_t
46.3629,46.8552,67,f_u_t
46.8927,47.0697,67,i_n
47.3495,47.3884,62,y_uu
47.5024,47.6576,64,p_u_t
47.7331,47.9706,62,y_oo_r
47.9745,48.1081,67,r_ai_t
48.2350,48.6677,67,f_u_t
48.6937,48.9048,67,au_t
49.2081,49.2750,62,y_uu
49.3538,49.5028,64,p_u_t
49.5884,49.8302,62,y_oo_r
49.8302,49.9673,67,r_ai_t
50.1533,50.5519,67,f_u_t
50.5817,50.7903,67,i_n
51.0293,51.2408,64,eo
51.2408,51.4759,62,eo_n_d
51.4759,51.5499,62,y_uu
51.5509,51.8427,66,sh_ei_k
51.9870,52.0865,65,i_t
52.1100,52.4072,66,oo_l
52.4249,52.5019,65,eo
52.6024,52.9749,66,b_au_t
53.3735,53.4447,62,y_uu
53.4932,53.7735,66,d_uu
53.8115,53.9475,65,dh_eo
53.9475,54.1427,66,h_ou
54.2379,54.3302,65,k_ii
54.4341,54.6014,66,p_ou
