start,end,pitch,syllable
2.1818,2.4545,58,g_i_p
2.5909,2.7273,58,kk_o
2.7273,3.0000,58,j_a
3.0000,3.2727,67,g_eu_n
3.2727,3.5455,63,s_a_n
3.5455,3.8182,58,kk_o_l
3.8182,4.0909,55,jj_a
4.0909,4.3636,55,g_i
4.3636,5.1818,56,s_a
5.1818,5.4545,65,i
5.4545,6.0000,65,r_o
6.5454,6.8182,56,m_a_l
6.8182,7.3636,56,g_eu_n
7.3636,7.6364,65,m_u_l
7.6364,7.9091,62,h_eu
7.9091,8.4545,58,r_eu
8.4545,8.7273,56,n_eu_n
8.7273,9.1364,55,j_a
9.1364,9.2727,55,g_eu_n
9.2727,9.5454,55,s_ae_m
9.5454,9.8182,63,t_eo
9.8182,10.3636,63,e
10.9091,11.1818,58,y_e
11.3182,11.4545,58,pp_eu_n
11.4545,11.5909,58,kk_o_t
11.7273,12.0000,67,tt_eu_l
12.0000,12.2727,63,s_a
12.2727,12.8182,58,i
12.8182,13.0909,55,e
13.0909,13.3636,56,s_a_l
13.5000,13.6364,56,jj_a_k
13.6364,13.9091,56,s_u_m
13.9091,14.1818,65,g_y_eo
14.1818,14.7273,65,j_i_n
15.2727,15.6818,56,i
15.6818,15.8182,56,s_eu_l
15.8182,16.0909,56,m_eo_k
16.0909,16.3636,65,kk_o
16.3636,16.6363,62,p_i
16.6363,17.1818,58,eo
17.1818,17.4545,56,n_a_n
17.4545,17.8636,55,n_e
17.8636,18.0000,55,i_p
18.0000,18.2727,55,k_eu_l
18.2727,18.5454,63,l_o
18.5454,18.8182,63,b_eo
18.8182,19.0909,63,r_a_l
19.0909,19.3636,65,l_a_l
19.3636,19.6363,67,l_a
19.6363,20.1818,68,h_a
20.4545,20.7273,63,a
20.7273,21.0000,68,n_i_p
21.0000,21.2727,68,r_a_l
21.2727,21.5454,67,l_a_l
21.5454,21.8182,65,l_a
21.8182,22.3636,67,d_u
22.6363,22.9091,63,u
22.9091,23.0454,67,i_p
23.1818,23.4545,67,r_a_l
23.4545,23.7272,65,l_a_l
23.7272,24.0000,63,l_a
24.0000,24.5454,65,s_e
24.8182,25.0909,62,e
25.0909,25.2272,65,i_p
25.3636,25.6363,65,r_a_l
25.6363,25.9091,63,l_a_l
25.9091,26.1818,62,l_a
26.1818,26.7272,63,n_e
26.7272,27.2727,65,e
27.2727,27.9545,67,i_p
28.3636,28.9091,68,h_ae_ng
28.9091,29.1818,68,u
29.1818,29.7272,68,n_eu_l
29.7272,30.0000,68,g_a
30.0000,30.2727,70,j_y_eo
30.2727,30.5454,68,d_a
30.5454,31.3636,67,j_u_n
31.3636,31.6363,63,d_a
31.6363,32.3181,58,n_eu_n
32.7272,33.2727,65,s_u
33.2727,33.6818,65,j_u
33.6818,33.8181,67,b_eu_n
33.8181,34.0909,68,eo_l
34.0909,34.3636,67,g_u
34.3636,34.6363,65,r_ui
34.6363,34.9091,63,m_i
34.9091,36.5454,65,s_o
37.0909,37.3636,58,h_a_n
37.5000,37.6363,58,j_u_l
37.6363,37.9091,58,g_i
37.9091,38.1818,67,ui
38.1818,38.4545,63,tt_a
38.4545,38.8636,58,s_eu
39.0000,39.2727,55,h_a_n
39.2727,39.5454,56,h_ae_t
39.6818,39.8181,56,ss_a_l
39.8181,40.0909,56,b_a
40.0909,40.3636,65,d_eu
40.3636,41.0454,65,m_y_eo
41.4545,41.7272,56,h_ui
41.8636,42.0000,56,m_a_ng
42.0000,42.2727,56,eu
42.2727,42.5454,65,r_o
42.5454,42.8181,62,g_a
42.8181,43.2272,58,d_eu
43.3636,43.6363,56,k_a_n
43.6363,44.0454,55,n_a
44.0454,44.1818,55,ui
44.1818,44.4545,55,ch_i_n
44.4545,44.7272,63,g_u
44.7272,45.1363,63,y_a
45.2727,45.5454,63,b_i_t
45.5454,45.8181,62,ch_eo
45.8181,46.3636,60,r_eo_m
46.9090,47.4545,60,b_a_l
47.4545,47.7272,63,g_eu
47.7272,48.0000,68,eu_n
48.0000,48.2727,67,m_a
48.2727,48.6818,67,eu
48.8181,49.0909,63,m_eu
49.0909,49.6363,58,r_o
50.1818,50.9999,65,n_eo
50.9999,51.2727,63,r_eu_l
51.2727,51.5454,62,d_a
51.5454,51.8181,63,a_m
51.8181,52.0909,65,g_o
52.0909,52.2272,67,s_i
52.3636,53.4545,63,p_eo
58.9090,59.1818,58,g_i_p
59.3181,59.4545,58,kk_o
59.4545,59.7272,58,j_a
59.7272,59.9999,67,g_eu_n
59.9999,60.2727,63,s_a_n
60.2727,60.5454,58,kk_o_l
60.5454,60.8181,55,jj_a
60.8181,61.0908,55,g_i
61.0908,61.9090,56,s_a
61.9090,62.1818,65,i
62.1818,63.2727,65,r_o
63.2727,63.5454,56,m_a_l
63.5454,64.0908,56,g_eu_n
64.0908,64.3636,65,m_u_l
64.3636,64.6363,62,h_eu
64.6363,65.1818,58,r_eu
65.1818,65.3181,56,n_eu_n
65.4545,65.8636,55,j_a
65.8636,65.9999,55,g_eu_n
65.9999,66.2727,55,s_ae_m
66.2727,66.5454,63,t_eo
66.5454,67.0908,63,e
67.6363,67.9090,58,y_e
68.0454,68.1818,58,pp_eu_n
68.1818,68.3181,58,kk_o_t
68.4545,68.7272,67,tt_eu_l
68.7272,68.9999,63,s_a
68.9999,69.5454,58,i
69.5454,69.8181,55,e
69.8181,70.0908,56,s_a_l
70.2272,70.3636,56,jj_a_k
70.3636,70.6363,56,s_u_m
70.6363,70.9090,65,g_y_eo
