start,end,pitch,syllable
1.8462,2.0769,63,n_a
2.3077,2.5385,63,ch_eo
2.5385,2.7692,63,r_eo_m
2.7692,3.0000,63,h_ae
3.0000,3.2308,63,b_w_a
3.2308,3.4615,58,y_o
3.6923,3.9231,63,i
3.9231,4.1538,63,r_eo
4.3846,5.0769,67,k_e
5.5385,5.7692,63,n_a
6.0000,6.2308,63,ch_eo
6.2308,6.4615,63,r_eo_m
6.4615,6.6923,63,h_ae
6.6923,6.9231,63,b_w_a
6.9231,7.1538,58,y_o
7.3846,7.6154,60,i
7.6154,7.8461,60,r_eo
8.0769,8.7692,58,k_e
9.2308,9.4615,63,n_a
9.6923,9.9231,63,ch_eo
9.9231,10.1538,63,r_eo_m
10.1538,10.3846,63,h_ae
10.3846,10.6154,63,b_w_a
10.6154,10.8461,58,y_o
11.0769,11.3077,63,i
11.3077,11.5384,63,r_eo
11.7692,12.4615,67,k_e
12.9231,13.0384,70,a
13.0384,13.3846,70,i
13.3846,13.8461,68,ch_a_m
13.8461,14.0769,67,j_ae
14.0769,14.3077,67,m_i
14.3077,14.5384,65,i_n
14.7692,15.6923,63,n_e
16.6154,16.8461,63,n_a
17.0769,17.3077,63,ch_eo
17.3077,17.5384,63,r_eo_m
17.5384,17.7692,63,h_ae
17.7692,18.0000,63,b_w_a
18.0000,18.2308,58,y_o
18.4615,18.6923,63,y_o
18.6923,18.9231,63,r_eo
19.1538,19.8461,67,k_e
20.3077,20.5384,63,n_a
20.7692,21.0000,63,ch_eo
21.0000,21.2307,63,r_eo_m
21.2307,21.4615,63,h_ae
21.4615,21.6923,63,b_w_a
21.6923,21.9231,58,y_o
22.1538,22.3846,60,y_o
22.3846,22.6154,60,r_eo
22.8461,23.5384,58,k_e
24.0000,24.2307,63,n_a
24.4615,24.6923,63,ch_eo
24.6923,24.9231,63,r_eo_m
24.9231,25.1538,63,h_ae
25.1538,25.3846,63,b_w_a
25.3846,25.6154,58,y_o
25.8461,26.0769,63,y_o
26.0769,26.3077,63,r_eo
26.5384,27.2307,67,k_e
27.6923,27.8077,70,a
27.8077,28.1538,70,i
28.1538,28.3846,68,ch_a_m
28.6154,28.8461,67,j_ae
28.8461,29.0769,67,m_i
29.0769,29.3077,65,i_n
29.5384,30.4615,63,n_e
38.7692,39.0000,63,n_a
39.2307,39.4615,63,ch_eo
39.4615,39.6923,63,r_eo_m
39.6923,39.9230,63,h_ae
39.9230,40.1538,63,b_w_a
40.1538,40.3846,58,y_o
40.6153,40.8461,63,i
40.8461,41.0769,63,r_eo
41.3077,42.0000,67,k_e
42.4615,42.6923,63,n_a
42.9230,43.1538,63,ch_eo
43.1538,43.3846,63,r_eo_m
43.3846,43.6153,63,h_ae
43.6153,43.8461,63,b_w_a
43.8461,44.0769,58,y_o
44.3076,44.5384,60,i
44.5384,44.7692,60,r_eo
45.0000,45.6923,58,k_e
46.1538,46.3846,63,n_a
46.6153,46.8461,63,ch_eo
46.8461,47.0769,63,r_eo_m
47.0769,47.3076,63,h_ae
47.3076,47.5384,63,b_w_a
47.5384,47.7692,58,y_o
48.0000,48.2307,63,i
48.2307,48.4615,63,r_eo
48.6923,49.3846,67,k_e
49.8461,49.9615,70,a
49.9615,50.3076,70,i
50.3076,50.7692,68,ch_a_m
50.7692,50.9999,67,j_ae
50.9999,51.2307,67,m_i
51.2307,51.4615,65,i_n
51.6923,52.6153,63,n_e
53.5384,53.7692,63,n_a
53.9999,54.2307,63,ch_eo
54.2307,54.4615,63,r_eo_m
54.4615,54.6923,63,h_ae
54.6923,54.9230,63,b_w_a
54.9230,55.1538,58,y_o
55.3846,55.6153,63,y_o
55.6153,55.8461,63,r_eo
56.0769,56.7692,67,k_e
57.2307,57.4615,63,n_a
57.6922,57.9230,63,ch_eo
57.9230,58.1538,63,r_eo_m
58.1538,58.3846,63,h_ae
58.3846,58.6153,63,b_w_a
58.6153,58.8461,58,y_o
59.0769,59.3076,60,y_o
59.3076,59.5384,60,r_eo
59.7692,60.4615,58,k_e
60.9230,61.1538,63,n_a
61.3846,61.6153,63,ch_eo
61.6153,61.8461,63,r_eo_m
61.8461,62.0769,63,h_ae
62.0769,62.3076,63,b_w_a
62.3076,62.5384,58,y_o
62.7692,62.9999,63,y_o
62.9999,63.2307,63,r_eo
63.4615,64.1538,67,k_e
64.6153,64.7307,70,a
64.7307,65.0769,70,i
65.0769,65.3076,68,ch_a_m
65.5384,65.7692,67,j_ae
65.7692,65.9999,67,m_i
65.9999,66.2307,65,i_n
66.4615,67.3845,63,n_e
