start,end,pitch,syllable
2.0000,2.5000,60,d_a_ng
2.5000,2.7500,65,s_i
2.7500,3.0000,67,i
3.0000,3.5000,69,n_eu_n
4.0000,4.2500,70,n_u
4.2500,4.5000,70,g_u
4.5000,4.7500,69,s_i_m
4.7500,5.0000,67,n_i
5.0000,5.5000,72,kk_a
6.0000,6.5000,72,n_a
6.5000,7.0000,69,a
7.0000,7.5000,65,n_eu_n
8.0000,8.2500,67,g_y_o
8.2500,8.5000,69,o
8.5000,8.7500,70,s_u
8.7500,9.0000,69,u
9.0000,9.5000,67,n_i_m
10.0000,10.5000,60,g_eu
10.5000,10.7500,65,i
10.7500,11.0000,67,i
11.0000,11.5000,69,r_eu_m
12.0000,12.2500,70,a
12.2500,12.5000,69,r_eu_m
12.5000,12.7500,67,d_a_p
12.7500,13.0000,69,kk_u
13.0000,13.5000,65,n_a
16.0000,16.5000,60,d_a_ng
16.5000,16.7500,65,s_i
16.7500,17.0000,67,i
17.0000,17.5000,69,n_eu_n
18.0000,18.2500,70,n_u
18.2500,18.5000,70,g_u
18.5000,18.7500,69,s_i_m
18.7500,19.0000,67,n_i
19.0000,19.5000,72,kk_a
20.0000,20.5000,72,n_a
20.5000,21.0000,69,a
21.0000,21.5000,65,n_eu_n
22.0000,22.2500,67,d_ae
22.2500,22.5000,69,h_a
22.5000,22.7500,70,g_w_eo
22.7500,23.0000,69,eo_n
23.0000,23.5000,67,ss_ae_ng
24.0000,24.5000,60,g_eu
24.5000,24.7500,65,i
24.7500,25.0000,67,i
25.0000,25.5000,69,r_eu_m
26.0000,26.2500,70,ss_i_k
26.2500,26.5000,69,ss_i
26.5000,26.7500,67,k_a
26.7500,27.0000,69,g_u
27.0000,27.5000,65,n_a
30.0000,30.5000,60,d_a_ng
30.5000,30.7500,65,s_i
30.7500,31.0000,67,i
31.0000,31.5000,69,n_eu_n
32.0000,32.2500,70,n_u
32.2500,32.5000,70,g_u
32.5000,32.7500,69,s_i_m
32.7500,33.0000,67,n_i
33.0000,33.5000,72,kk_a
34.0000,34.5000,72,n_a
34.5000,35.0000,69,a
35.0000,35.5000,65,n_eu_n
36.0000,36.2500,67,eo
36.2500,36.5000,69,eo
36.5000,36.7500,70,r_i
36.7500,37.0000,69,i
37.0000,37.5000,67,n_i
38.0000,38.5000,60,g_eu
38.5000,38.7500,65,i
38.7500,39.0000,67,i
39.0000,39.5000,69,r_eu_m
40.0000,40.2500,70,a
40.2500,40.5000,69,r_eu_m
40.5000,40.7500,67,d_a_p
40.7500,41.0000,69,kk_u
41.0000,41.5000,65,n_a
44.0000,44.5000,60,d_a_ng
44.5000,44.7500,65,s_i
44.7500,45.0000,67,i
45.0000,45.5000,69,n_eu_n
46.0000,46.2500,70,n_u
46.2500,46.5000,70,g_u
46.5000,46.7500,69,s_i_m
46.7500,47.0000,67,n_i
47.0000,47.5000,72,kk_a
48.0000,48.5000,72,n_a
48.5000,49.0000,69,a
49.0000,49.5000,65,n_eu_n
50.0000,50.2500,67,ch_o
50.2500,50.5000,69,d_eu_ng
50.5000,50.7500,70,h_a
50.7500,51.0000,69,a_k
51.0000,51.5000,67,ss_ae_ng
52.0000,52.5000,60,g_eu
52.5000,52.7500,65,i
52.7500,53.0000,67,i
53.0000,53.5000,69,r_eu_m
54.0000,54.2500,70,ss_i_k
54.2500,54.5000,69,ss_i
54.5000,54.7500,67,k_a
54.7500,55.0000,69,g_u
55.0000,55.5000,65,n_a
