start,end,pitch,syllable
2.1429,2.4107,56,b_a
2.4107,2.6786,56,r_a_m
2.6786,2.9464,65,s_o_l
2.9464,3.2143,65,s_o_l
3.2143,3.4821,65,b_u
3.4821,3.6161,65,r_eo
3.7500,4.0179,65,o
4.0179,4.2857,63,n_eu_n
4.2857,4.5536,61,s_a
4.5536,4.6875,61,n_e
4.8214,5.0893,61,o_l
5.0893,5.3571,60,l_a
5.3571,5.8929,58,g_a
6.4286,6.6964,58,p_a
6.6964,6.9643,58,r_a_n
6.9643,7.2321,66,h_a
7.2321,7.3661,66,n_eu_l
7.5000,7.6339,66,n_o
7.7679,7.9018,66,r_a_n
8.0357,8.1696,66,d_eu_l
8.3036,8.5714,65,p_a_n
8.5714,8.8393,63,n_ae
8.8393,9.1071,61,r_y_eo
9.1071,9.3750,60,d_a
9.3750,9.6429,61,b_o
9.6429,10.1786,63,m_y_eo
10.7143,10.9821,56,j_a_n
10.9821,11.2500,56,d_i
11.2500,11.5179,61,b_a
11.5179,11.6518,61,t_e
11.7857,12.0536,65,o_ng
12.0536,12.1875,65,g_i
12.3214,12.5893,68,j_o_ng
12.5893,12.7232,68,g_i
12.8571,13.1250,66,m_o
13.1250,13.3929,65,y_eo
13.3929,13.6607,66,a_n
13.6607,13.9286,68,j_a
13.9286,14.4643,70,s_eo
15.0000,15.2678,68,s_u
15.2678,15.5357,68,g_eo_n
15.5357,15.8036,65,d_o_l
15.8036,16.0714,61,l_i
16.0714,16.3393,60,g_i
16.3393,16.6071,60,r_eu_l
16.6071,16.8750,63,h_ae
16.8750,17.0089,63,b_o
17.1428,18.2143,61,j_a
18.4821,18.7500,66,s_o_n
18.7500,18.8839,66,j_a_p
19.0178,19.2857,68,kk_o
19.2857,20.3571,70,d_o_ng
20.6250,20.8928,65,g_eu
20.8928,21.1607,66,r_a
21.1607,21.4286,70,k_e
21.4286,22.2321,68,m_o
22.2321,22.5000,68,i
22.5000,23.0357,65,j_a
23.5714,23.8393,63,m_o
23.8393,24.6428,63,d_u
24.6428,25.1786,66,m_o
25.1786,25.7143,65,i
25.7143,26.7857,63,j_a
27.0536,27.3214,65,r_a_l
27.3214,27.5893,66,l_a_l
27.5893,27.8571,68,l_a
27.8571,28.9286,70,n_u
29.1964,29.4643,65,g_a
29.4643,29.7321,66,n_u
29.7321,30.0000,70,g_a
30.0000,30.8036,68,s_u_l
30.8036,30.9375,68,l_ae
31.0714,31.6071,65,n_y_a
32.1428,32.4107,63,g_a
32.4107,32.6786,63,w_i
33.2143,33.4821,67,b_a
33.4821,33.7500,67,w_i
34.2857,35.3571,68,b_o
36.4286,36.6964,56,b_i_ng
36.6964,36.9643,56,g_eu_l
36.9643,37.2321,65,b_i_ng
37.2321,37.5000,65,g_eu_l
37.5000,37.7678,65,d_o
37.7678,37.9018,65,r_a
38.0357,38.3036,65,g_a_n
38.3036,38.5714,63,d_a
38.5714,38.8393,61,s_u_l
38.8393,38.9732,61,l_ae
39.1071,39.3750,61,g_a
39.3750,39.6428,60,d_o_n
39.6428,40.1786,58,d_a
40.7143,40.9821,58,u
40.9821,41.2500,58,r_i
41.2500,41.5178,66,m_o
41.5178,41.6518,66,d_u
41.7857,41.9196,66,s_o_n
42.0535,42.1875,66,pp_y_eo_k
42.3214,42.4553,66,ch_i
42.5893,42.8571,65,m_y_eo
42.8571,43.1250,63,n_o
43.1250,43.3928,61,r_ae
43.3928,43.6607,60,b_u
43.6607,43.9285,61,r_eu
43.9285,44.4643,63,j_a
45.0000,45.2678,56,p_a
45.2678,45.5357,56,r_a_n
45.5357,45.8035,61,h_a
45.8035,45.9375,61,n_eu_l
46.0714,46.3393,65,n_o
46.3393,46.4732,65,p_i
46.6071,46.8750,68,n_o
46.8750,47.0089,68,p_i
47.1428,47.4107,66,o_l
47.4107,47.6785,65,l_a
47.6785,47.9464,66,g_a
47.9464,48.2143,68,d_o
48.2143,48.7500,70,r_o_k
49.2857,49.5535,68,s_o
49.5535,49.8214,68,r_i
49.8214,50.0893,65,n_o
50.0893,50.3571,61,p_y_eo
50.3571,50.6250,60,n_o
50.6250,50.8928,60,r_ae
50.8928,51.1607,63,b_u
51.1607,51.2946,63,r_eu
51.4285,52.5000,61,j_a
62.1428,62.4107,56,b_a
62.4107,62.6785,56,r_a_m
62.6785,62.9464,65,s_o_l
62.9464,63.2143,65,s_o_l
63.2143,63.4821,65,b_u
63.4821,63.6160,65,r_eo
63.7500,64.0178,65,o
64.0178,64.2857,63,n_eu_n
64.2857,64.5535,61,s_a
64.5535,64.6875,61,n_e
64.8214,65.0893,61,o_l
65.0893,65.3571,60,l_a
65.3571,65.8928,58,g_a
66.4285,66.6964,58,p_a
66.6964,66.9643,58,r_a_n
66.9643,67.2321,66,h_a
67.2321,67.3660,66,n_eu_l
67.5000,67.6339,66,n_o
67.7678,67.9017,66,r_a_n
68.0357,68.1696,66,d_eu_l
68.3035,68.5714,65,p_a_n
68.5714,68.8392,63,n_ae
68.8392,69.1071,61,r_y_eo
69.1071,69.3750,60,d_a
69.3750,69.6428,61,b_o
69.6428,70.1785,63,m_y_eo
70.7142,70.9821,56,j_a_n
70.9821,71.2500,56,d_i
71.2500,71.5178,61,b_a
71.5178,71.6517,61,t_e
71.7857,72.0535,65,o_ng
72.0535,72.1875,65,g_i
72.3214,72.5892,68,j_o_ng
72.5892,72.7232,68,g_i
72.8571,73.1250,66,m_o
73.1250,73.3928,65,y_eo
73.3928,73.6607,66,a_n
73.6607,73.9285,68,j_a
73.9285,74.5982,70,s_eo
75.0000,75.2678,68,s_u
75.2678,75.5357,68,g_eo_n
75.5357,75.8035,65,d_o_l
75.8035,76.0714,61,l_i
76.0714,76.3392,60,g_i
76.3392,76.6071,60,r_eu_l
76.6071,76.8750,63,h_ae
76.8750,77.0089,63,b_o
77.1428,78.2142,61,j_a
78.4821,78.7500,66,s_o_n
78.7500,78.8839,66,j_a_p
79.0178,79.2857,68,kk_o
79.2857,80.3571,70,d_o_ng
80.6250,80.8928,65,g_eu
80.8928,81.1607,66,r_a
81.1607,81.4285,70,k_e
81.4285,82.2321,68,m_o
82.2321,82.5000,68,i
82.5000,83.0357,65,j_a
83.5714,83.8392,63,m_o
83.8392,84.6428,63,d_u
84.6428,85.1785,66,m_o
85.1785,85.7142,65,i
85.7142,86.7857,63,j_a
87.0535,87.3214,65,r_a_l
87.3214,87.5892,66,l_a_l
87.5892,87.8571,68,l_a
87.8571,88.9285,70,n_u
89.1964,89.4642,65,g_a
89.4642,89.7321,66,n_u
89.7321,90.0000,70,g_a
90.0000,90.8035,68,s_u_l
90.8035,90.9375,68,l_ae
91.0714,91.6071,65,n_y_a
92.1428,92.4107,63,g_a
92.4107,92.6785,63,w_i
93.2142,93.4821,67,b_a
93.4821,93.7499,67,w_i
94.2857,95.3571,68,b_o
96.4285,96.6964,56,b_i_ng
96.6964,96.9642,56,g_eu_l
