start,end,pitch,syllable
2.3276,2.5862,71,ch_o
2.5862,2.8448,71,r_o_k
2.8448,3.1034,71,pp_i_t
3.1034,3.6207,71,b_a
3.6207,4.1379,69,d_a_n
4.1379,5.1724,68,m_u
5.1724,5.9483,64,r_e
6.4655,6.7241,69,d_u
6.7241,6.9828,69,s_o
6.9828,7.2414,69,n_eu_l
7.2414,7.7586,69,d_a_m
7.7586,8.0172,68,g_eu
8.0172,8.2759,66,eu
8.2759,9.8276,68,m_y_eo_n
10.6034,10.8621,71,ch_o
10.8621,11.1207,71,r_o_k
11.1207,11.3793,71,pp_i_t
11.3793,11.8965,71,b_a
11.8965,12.4138,69,d_a_n
12.4138,13.4483,68,m_u
13.4483,14.2241,73,r_e
14.7414,15.0000,71,d_u
15.0000,15.2586,71,s_o
15.2586,15.5172,71,n_eu_l
15.5172,16.0345,71,d_a_m
16.0345,16.5517,63,g_eu
16.5517,18.1034,64,m_y_eo_n
18.6207,18.8793,68,p_a
18.8793,19.1379,69,a
19.1379,19.6552,71,r_a_n
19.6552,19.9138,69,h_a
19.9138,20.1724,68,n_eu_l
20.1724,20.4310,69,b_i_t
20.6896,20.9483,66,m_u
20.9483,21.2069,68,u
21.2069,21.4655,69,r_i
21.7241,21.9827,68,d_eu_l
21.9827,22.2414,66,j_i
22.2414,22.5000,68,y_o
22.7586,23.0172,68,eo
23.0172,23.2758,69,y_eo
23.2758,23.5345,71,pp_eu_n
23.7931,24.0517,69,ch_o
24.0517,24.3103,68,r_o_k
24.3103,24.5689,69,pp_i_t
24.8276,25.0862,66,s_o
25.0862,25.3448,68,o
25.3448,25.6034,69,n_i
25.8620,26.1207,68,d_oe
26.1207,26.3793,66,j_i
26.3793,26.6379,64,y_o
26.8965,27.4138,64,ch_o
27.4138,27.9310,68,r_o_k
27.9310,28.4483,71,pp_i_t
28.4483,28.9655,71,y_eo
28.9655,29.2241,69,u_l
29.2241,29.4827,68,m_u
29.4827,30.5172,69,r_e
31.0345,31.5517,64,d_u
31.5517,32.0689,68,u
32.0689,32.5862,66,b_a
32.5862,33.1034,69,r_eu_l
33.1034,33.3620,68,d_a_m
33.3620,33.6207,66,g_eu
33.6207,34.6551,68,m_y_eo_n
35.1724,35.4310,68,m_u_l
35.4310,35.6896,69,g_y_eo
35.6896,35.9482,71,r_i
36.2069,36.4655,69,s_a
36.4655,36.7241,68,a_l
36.7241,37.2414,69,l_a_ng
37.2414,37.5000,66,eo
37.5000,37.7586,68,r_u
37.7586,38.2758,69,m_a_n
38.2758,38.5345,68,j_y_eo
38.5345,38.7931,66,eo
38.7931,39.0517,68,y_o
39.3103,39.5689,68,m_u_l
39.5689,39.8276,69,g_y_eo
39.8276,40.0862,71,r_i
40.3448,40.6034,69,s_a
40.6034,40.8620,68,a_l
40.8620,41.1207,69,l_a_ng
41.3793,41.6379,66,eo
41.6379,41.8965,68,r_u
41.8965,42.4138,69,m_a_n
42.9310,43.4482,71,j_y_eo
43.4482,44.7413,64,y_o
54.0517,54.3103,71,ch_o
54.3103,54.5689,71,r_o_k
54.5689,54.8275,71,pp_i_t
54.8275,55.3448,71,b_a
55.3448,55.8620,69,d_a_n
55.8620,56.8965,68,m_u
56.8965,57.6724,64,r_e
58.1896,58.4482,69,d_u
58.4482,58.7069,69,s_o
58.7069,58.9655,69,n_eu_l
58.9655,59.4827,69,d_a_m
59.4827,59.7413,68,g_eu
59.7413,60.0000,66,eu
60.0000,61.5517,68,m_y_eo_n
62.3275,62.5862,71,ch_o
62.5862,62.8448,71,r_o_k
62.8448,63.1034,71,pp_i_t
63.1034,63.6206,71,b_a
63.6206,64.1379,69,d_a_n
64.1379,65.1724,68,m_u
65.1724,65.9482,73,r_e
66.4655,66.7241,71,d_u
66.7241,66.9827,71,s_o
66.9827,67.2413,71,n_eu_l
67.2413,67.7586,71,d_a_m
67.7586,68.2758,63,g_eu
68.2758,69.8275,64,m_y_eo_n
70.3448,70.6034,68,p_a
70.6034,70.8620,69,a
70.8620,71.3793,71,r_a_n
71.3793,71.6379,69,h_a
71.6379,71.8965,68,n_eu_l
71.8965,72.1551,69,b_i_t
72.4137,72.6724,66,m_u
72.6724,72.9310,68,u
72.9310,73.1896,69,r_i
73.4482,73.7068,68,d_eu_l
73.7068,73.9655,66,j_i
73.9655,74.2241,68,y_o
74.4827,74.7413,68,eo
74.7413,74.9999,69,y_eo
74.9999,75.2586,71,pp_eu_n
75.5172,75.7758,69,ch_o
75.7758,76.0344,68,r_o_k
76.0344,76.2930,69,pp_i_t
76.5517,76.8103,66,s_o
76.8103,77.0689,68,o
77.0689,77.3275,69,n_i
77.5862,77.8448,68,d_oe
77.8448,78.1034,66,j_i
78.1034,78.3620,64,y_o
78.6206,79.1379,64,ch_o
79.1379,79.6551,68,r_o_k
79.6551,80.1724,71,pp_i_t
80.1724,80.6896,71,y_eo
80.6896,80.9482,69,u_l
80.9482,81.2068,68,m_u
81.2068,82.2413,69,r_e
82.7586,83.2758,64,d_u
83.2758,83.7930,68,u
83.7930,84.3103,66,b_a
84.3103,84.8275,69,r_eu_l
84.8275,85.0861,68,d_a_m
85.0861,85.3448,66,g_eu
85.3448,86.3792,68,m_y_eo_n
86.8965,87.1551,68,m_u_l
87.1551,87.4137,69,g_y_eo
87.4137,87.6723,71,r_i
87.9310,88.1896,69,s_a
88.1896,88.4482,68,a_l
88.4482,88.9655,69,l_a_ng
88.9655,89.2241,66,eo
89.2241,89.4827,68,r_u
89.4827,89.9999,69,m_a_n
89.9999,90.2586,68,j_y_eo
90.2586,90.5172,66,eo
90.5172,90.7758,68,y_o
91.0344,91.2930,68,m_u_l
91.2930,91.5517,69,g_y_eo
91.5517,91.8103,71,r_i
92.0689,92.3275,69,s_a
92.3275,92.5861,68,a_l
92.5861,92.8448,69,l_a_ng
93.1034,93.3620,66,eo
93.3620,93.6206,68,r_u
93.6206,94.1379,69,m_a_n
94.6551,95.1723,71,j_y_eo
95.1723,96.5948,64,y_o
