start,end,pitch,syllable
1.9672,2.7049,68,s_a_n
2.9508,3.4426,63,j_u_ng
3.9344,4.1803,60,h_o
4.1803,4.4262,58,g_eo
4.4262,4.6721,60,r_i
4.6721,4.9180,58,r_a
4.9180,5.4098,60,h_a
5.4098,5.6557,56,n_eu_n
5.9016,6.1475,63,h_o
6.3934,6.8852,56,r_a_ng
6.8852,7.3770,60,n_i
7.3770,7.8688,63,m_ui
7.8688,8.1147,60,s_ae_ng
8.1147,8.3607,58,i_l
8.3607,8.6066,60,l_a
8.6066,8.8525,58,r_i
8.8525,9.3443,60,d_oe
9.3443,9.5902,56,eo
9.8361,10.0820,68,g_a_k
10.3279,10.5738,68,ss_ae_k
10.8197,11.0656,63,j_i_m
11.3115,11.5574,63,s_eu_ng
11.8033,12.0492,60,g_o
12.0492,12.2951,58,o_ng
12.2951,12.5410,60,w_eo
12.5410,12.7869,58,n_e
12.7869,13.2787,60,m_o
13.2787,13.5246,56,y_eo
13.7705,14.2623,63,m_u
14.2623,14.7541,56,d_o
14.7541,15.2459,60,h_oe
15.2459,15.4918,63,g_a
15.7377,16.2295,60,y_eo_l
16.2295,16.7213,58,l_y_eo_n
16.7213,17.2131,56,n_e
17.7049,17.9508,65,t_o
18.1967,18.6885,65,kk_i
18.6885,19.3033,65,n_eu_n
19.6721,20.1639,65,ch_u_m
20.1639,20.6557,65,ch_u
20.6557,21.2705,65,g_o
21.6393,22.1311,65,y_eo
22.1311,22.6229,68,u
22.6229,23.1147,68,n_eu_n
23.6065,23.8524,65,b_a
23.8524,24.0983,63,i
24.0983,24.5902,65,o_l
24.5902,25.3279,63,l_i_n
25.5738,26.3115,68,jj_i_n
26.5574,27.0492,63,jj_a_n
27.5410,27.7869,60,jj_i
27.7869,28.0328,58,g_a
28.0328,28.2787,60,jj_i
28.2787,28.5246,58,g_a
28.5246,28.8934,60,jj_i_n
29.0164,29.2623,56,jj_a_n
29.5082,29.7541,63,jj_i_n
30.0000,30.2459,56,jj_i_n
30.4918,30.9836,60,jj_i_n
30.9836,31.2295,63,jj_i_n
31.4754,31.9672,60,h_a
31.9672,32.4590,58,d_eo
32.4590,32.9508,56,r_a
33.4426,33.9344,65,g_eu
33.9344,34.4262,65,j_u_ng
34.4262,35.0410,65,e
35.4098,35.9016,65,h_a_n
35.9016,36.3934,65,n_o
36.3934,36.8852,65,m_i
37.3770,37.8688,65,j_a_l
37.8688,38.1147,68,l_a_n
38.3606,38.9754,68,ch_e
39.3442,39.5901,65,h_a
39.5901,39.8360,63,a
39.8360,40.3278,65,m_y_eo_n
40.3278,40.9426,63,s_eo
41.3115,42.1721,68,kk_a
42.2951,42.9098,63,b_u_l
43.2787,43.5246,60,kk_a
43.5246,43.7705,58,b_u_l
43.7705,44.0164,60,kk_a
44.0164,44.2623,58,b_u_l
44.2623,44.7541,60,kk_a
44.7541,45.0000,56,b_u_l
45.2459,45.6147,63,kk_a
45.7377,46.1065,56,b_u_l
46.2295,46.7213,60,kk_a
46.7213,47.0901,63,b_u_l
47.2131,47.7049,60,h_a
47.7049,48.1967,58,d_eo
48.1967,48.9344,56,r_a
