start,end,pitch,syllable
1.8000,2.4000,58,j_eu_l
2.4000,3.3000,62,g_eo
3.3000,3.6000,63,u_n
3.6000,4.2000,63,g_o
4.2000,4.8000,65,s_e
4.8000,6.0000,65,s_eo
6.0000,6.3000,62,n_eu_n
6.6000,7.2000,65,n_a_l
7.2000,8.1000,63,o
8.1000,8.4000,62,r_a
8.4000,9.0000,63,h_a
9.0000,9.6000,60,y_eo
9.6000,10.8000,62,d_o
11.4000,12.0000,58,n_ae
12.0000,12.9000,62,s_w_i
12.9000,13.2000,63,i_l
13.2000,13.8000,63,g_o
13.8000,14.4000,65,s_eu_n
14.4000,15.3000,65,j_a
15.3000,15.6000,62,g_eu_n
15.6000,15.9000,62,j_i_p
16.2000,16.8000,65,n_ae
16.8000,17.7000,63,j_i
17.7000,18.0000,62,i_p
18.0000,18.6000,63,pp_u
18.6000,19.2000,60,n_i
19.2000,20.4000,58,r_i
21.0000,21.6000,65,n_ae
21.6000,22.5000,70,n_a
22.5000,22.8000,69,a
22.8000,23.1000,67,r_a
23.4000,24.0000,65,n_ae
24.0000,25.2000,65,g_i
25.2000,25.5000,62,pp_eu_m
25.8000,26.4000,65,g_i
26.4000,27.3000,63,r_i
27.3000,27.6000,62,i
27.6000,28.2000,63,s_w_i_l
28.2000,28.8000,60,g_o_t
28.8000,30.0000,62,tt_o
30.6000,31.2000,65,kk_o_t
31.2000,32.1000,70,p_i
32.1000,32.4000,69,i
32.4000,33.0000,67,g_o
33.0000,33.6000,65,s_ae
33.6000,34.8000,65,u
34.8000,35.1000,62,n_eu_n
35.4000,36.0000,65,j_i_p
36.0000,36.9000,63,n_ae
36.9000,37.2000,62,j_i_p
37.2000,37.8000,63,pp_u
37.8000,38.4000,60,n_i
38.4000,39.6000,58,r_i
40.8000,42.6000,65,o
43.2000,44.4000,63,s_a
44.4000,45.6000,60,r_a_ng
45.6000,46.8000,58,n_a
46.8000,48.0000,60,ui
48.0000,49.2000,62,j_i_p
49.8000,50.4000,65,j_eu_l
50.4000,51.3000,70,g_eo
51.3000,51.6000,69,eo
51.6000,51.9000,67,u_n
52.2000,52.8000,65,n_a
52.8000,54.0000,65,ui
54.0000,54.3000,62,b_eo_t
54.6000,55.2000,65,n_ae
55.2000,56.1000,63,j_i
56.1000,56.4000,62,i_p
56.4000,57.0000,63,pp_u
57.0000,57.6000,60,n_i
57.6000,59.4000,58,r_i
69.0000,69.6000,58,g_o
69.6000,70.5000,62,y_o
70.5000,70.8000,63,h_a_n
70.8000,71.1000,63,b_a_m
71.4000,72.0000,65,d_a_l
72.0000,73.2000,65,b_i_t
73.2000,73.5000,62,tt_o
73.8000,74.4000,65,ch_a_ng
74.4000,75.3000,63,a
75.3000,75.6000,62,p_e
75.6000,76.2000,63,h_eu
76.2000,76.8000,60,r_eu
76.8000,78.0000,62,m_y_eo_n
78.6000,79.2000,58,n_ae
79.2000,80.1000,62,p_u
80.1000,80.4000,63,eu
80.4000,81.0000,63,r_eu_n
81.0000,81.6000,65,kk_u_m
81.6000,82.8000,65,g_i_l
82.8000,83.1000,62,d_o
83.4000,84.0000,65,n_ae
84.0000,84.9000,63,i_t
84.9000,85.2000,62,jj_i
85.2000,85.8000,63,m_o
85.8000,86.4000,60,t_a
86.4000,87.6000,58,r_i
88.2000,88.8000,65,j_eo
88.8000,89.7000,70,m_a
89.7000,90.0000,69,a_l
90.0000,90.3000,67,g_eu_n
90.6000,91.2000,65,b_a
91.2000,92.4000,65,r_a
92.4000,92.7000,62,m_a
93.0000,93.6000,65,g_a
93.6000,94.5000,63,eu
94.5000,94.8000,62,r_i
94.8000,95.4000,63,eo
95.4000,96.0000,60,d_i
96.0000,97.2000,62,n_y_o
97.8000,98.4000,65,b_eo_l
98.4000,99.3000,70,l_e
99.3000,99.6000,69,e
99.6000,100.2000,67,u
100.2000,100.8000,65,n_eu_n
100.8000,102.0000,65,g_o
102.0000,102.3000,62,s_e
102.6000,103.2000,65,a
103.2000,104.1000,63,g_i
104.1000,104.4000,62,b_y_eo_l
104.4000,105.0000,63,l_u_n
105.0000,105.6000,60,tt_eu
105.6000,106.8000,58,n_e
108.0000,109.8000,65,o
110.4000,111.6000,63,s_a
111.6000,112.8000,60,r_a_ng
112.8000,114.0000,58,n_a
114.0000,115.2000,60,ui
115.2000,116.4000,62,j_i_p
117.0000,117.6000,65,j_eu_l
117.6000,118.5000,70,g_eo
118.5000,118.8000,69,eo
118.8000,119.1000,67,u_n
119.4000,120.0000,65,n_a
120.0000,121.2000,65,ui
121.2000,121.5000,62,b_eo_t
121.8000,122.4000,65,n_ae
122.4000,123.3000,63,j_i
123.3000,123.6000,62,i_p
123.6000,124.2000,63,pp_u
124.2000,124.8000,60,n_i
124.8000,126.6000,58,r_i
