track_id,is_high_quality,normalized_audio_path,provenance_original_audio_path,provenance_original_lyrics_path,provenance_processing_date,provenance_script_version,audio_properties_original_sr,audio_properties_target_sr,audio_properties_channels,audio_features_duration_seconds,audio_features_integrated_loudness_lufs,audio_features_snr_percentile_db,audio_features_clipping_percentage,audio_features_rms_energy_mean,audio_features_rms_energy_std,audio_features_zcr_mean,audio_features_zcr_std,audio_features_spectral_centroid_mean,audio_features_spectral_bandwidth_mean,audio_features_mfcc_0_mean,audio_features_mfcc_0_std,audio_features_mfcc_1_mean,audio_features_mfcc_1_std,audio_features_mfcc_2_mean,audio_features_mfcc_2_std,audio_features_mfcc_3_mean,audio_features_mfcc_3_std,audio_features_mfcc_4_mean,audio_features_mfcc_4_std,audio_features_mfcc_5_mean,audio_features_mfcc_5_std,audio_features_mfcc_6_mean,audio_features_mfcc_6_std,audio_features_mfcc_7_mean,audio_features_mfcc_7_std,audio_features_mfcc_8_mean,audio_features_mfcc_8_std,audio_features_mfcc_9_mean,audio_features_mfcc_9_std,audio_features_mfcc_10_mean,audio_features_mfcc_10_std,audio_features_mfcc_11_mean,audio_features_mfcc_11_std,audio_features_mfcc_12_mean,audio_features_mfcc_12_std,audio_features_vocal_dominance_score_hpss,lyrics_features_cleaned_text,lyrics_features_language_code,lyrics_features_completeness_heuristic,lyrics_features_word_count,lyrics_features_char_count,lyrics_features_sentence_count,lyrics_features_type_token_ratio
37383331355f3531,False,processed_dataset/Viet/audio_rejected/37383331355f3531.wav,../../data/raw/Viet_Dataset/songs/37383331355f3531.wav,../../data/raw/Viet_Dataset/lyrics/37383331355f3531.txt,2025-10-24T22:30:34.422840+00:00,1.0.0,48000,44100,2,4.5351473922902495e-05,-inf,0.05873698368668556,0.0,6.601766926905839e-06,0.0,0.0,0.0,8006.8880881911455,5285.27314127991,-934.3915405273438,0.0,25.490493774414062,0.0,-20.171720504760742,0.0,15.374364852905273,0.0,-12.029231071472168,0.0,9.582870483398438,0.0,-7.890652656555176,0.0,6.54146671295166,0.0,-5.603574752807617,0.0,4.74727201461792,0.0,-4.181521892547607,0.0,3.5871996879577637,0.0,-3.2200379371643066,0.0,0.5000002980232239,Người đã ra đi không ngày trở về Đã mất đi giấc mơ Còn đâu đây bóng em. Giờ em vui khi mình tôi lẻ loi Người đã ra đi không một lời chào Người đã xa tôi không cần giã từ Ai cướp đi trái tim Niềm cô đơn mỗi đêm,vi,1.0,52,209,2,0.7884615384615384
37333738355f3536,False,processed_dataset/Viet/audio_rejected/37333738355f3536.wav,../../data/raw/Viet_Dataset/songs/37333738355f3536.wav,../../data/raw/Viet_Dataset/lyrics/37333738355f3536.txt,2025-10-24T22:30:34.426643+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,2.9333901405334473,0.0,1.538689321023412e-05,0.0,0.0,0.0,8379.435514175484,5577.4221970820545,-850.3444213867188,0.0,22.413131713867188,0.0,-17.317028045654297,0.0,12.752584457397461,0.0,-9.621219635009766,0.0,7.366595268249512,0.0,-5.848186492919922,0.0,4.657315731048584,0.0,-3.864598274230957,0.0,3.141958475112915,0.0,-2.699680805206299,0.0,2.219766139984131,0.0,-1.9588031768798828,0.0,0.5,Nước mắt nào mà không đắng Từ nay tôi đành tâm Sống riêng mình.,vi,1.0,14,63,2,1.0
37363834385f3333,False,processed_dataset/Viet/audio_rejected/37363834385f3333.wav,../../data/raw/Viet_Dataset/songs/37363834385f3333.wav,../../data/raw/Viet_Dataset/lyrics/37363834385f3333.txt,2025-10-24T22:30:34.430901+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,2.1076910495758057,0.0,3.066908539040014e-05,0.0,0.0,0.0,8233.358768713355,5473.255347836707,-782.9362182617188,0.0,23.8028621673584,0.0,-18.602087020874023,0.0,13.929201126098633,0.0,-10.69952392578125,0.0,8.357884407043457,0.0,-6.761690616607666,0.0,5.500942707061768,0.0,-4.645017623901367,0.0,3.864919662475586,0.0,-3.37031888961792,0.0,2.8425235748291016,0.0,-2.5377140045166016,0.0,0.5,"Một giàn đầy hoa Thiên lý êm đềm. Sẽ có một ngày Không phải chờ lâu Ta lại tìm nhau. Hương vị đồng quê Thơm dịu dàng thay, Bát ngát vòng tay. Em sẽ là cô dâu ngoại thành Anh rước về khoe Khắp nội thành",vi,1.0,46,201,4,0.9782608695652174
3132323535335f313035,False,processed_dataset/Viet/audio_rejected/3132323535335f313035.wav,../../data/raw/Viet_Dataset/songs/3132323535335f313035.wav,../../data/raw/Viet_Dataset/lyrics/3132323535335f313035.txt,2025-10-24T22:30:34.424209+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,0.1866430938243866,0.0,0.00020229916844982654,0.0,0.0,0.0,8010.225909581313,5288.559294321085,-598.6973266601562,0.0,26.36709976196289,0.0,-21.048797607421875,0.0,16.251667022705078,0.0,-12.906444549560547,0.0,10.459653854370117,0.0,-8.766677856445312,0.0,7.41644287109375,0.0,-6.477204322814941,0.0,5.619179725646973,0.0,-5.051465034484863,0.0,4.454869270324707,0.0,-4.085163116455078,0.0,0.5000001192092896,Nhẹ nhàng ấm áp một nụ hôn Còn anh đánh mất đi em Con tim anh bỗng trở nên vô hồn,vi,1.0,21,81,1,0.9523809523809523
37333436365f3334,False,processed_dataset/Viet/audio_rejected/37333436365f3334.wav,../../data/raw/Viet_Dataset/songs/37333436365f3334.wav,../../data/raw/Viet_Dataset/lyrics/37333436365f3334.txt,2025-10-24T22:30:34.428416+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,8.974295616149902,0.0,9.98527593765175e-06,0.0,0.0,0.0,9503.948713970472,6127.154452668565,-894.5703125,0.0,13.28564453125,0.0,-9.527275085449219,0.0,6.251830101013184,0.0,-4.187791347503662,0.0,2.78861665725708,0.0,-1.9654591083526611,0.0,1.342617154121399,0.0,-1.019595742225647,0.0,0.6882020831108093,0.0,-0.5737903118133545,0.0,0.3706297278404236,0.0,-0.3442745506763458,0.0,0.5000000596046448,Chắc em không nỡ lòng ra đi. Ta yêu em trong giấc mơ này Ta yêu em trong những cơn say Một trời ân ái mình hãy sống Buông lơi thời gian Ta bên nhau quên hết u sầu Vui bên nhau cho hết đêm thâu,vi,1.0,46,192,2,0.8043478260869565
37373239345f3538,False,processed_dataset/Viet/audio_rejected/37373239345f3538.wav,../../data/raw/Viet_Dataset/songs/37373239345f3538.wav,../../data/raw/Viet_Dataset/lyrics/37373239345f3538.txt,2025-10-24T22:30:34.426788+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,9.586236953735352,0.0,9.206218578583503e-07,0.0,0.0,0.0,9598.828037172458,6157.459095119663,-1123.48583984375,0.0,4.643620491027832,0.0,-1.8928477764129639,0.0,-0.004632480442523956,0.0,0.5593647956848145,0.0,-0.5356768369674683,0.0,0.18565581738948822,0.0,0.031036822125315666,0.0,-0.21719175577163696,0.0,0.1346893012523651,0.0,-0.11125186830759048,0.0,-0.06092469394207001,0.0,0.04969128966331482,0.0,0.5000000596046448,Đã gãy đôi cung đàn Nước mắt rơi hai hàng Khóc số duyên bẽ bàng,vi,1.0,15,63,1,1.0
37363131375f3235,False,processed_dataset/Viet/audio_rejected/37363131375f3235.wav,../../data/raw/Viet_Dataset/songs/37363131375f3235.wav,../../data/raw/Viet_Dataset/lyrics/37363131375f3235.txt,2025-10-24T22:30:34.436291+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,5.584375381469727,0.0,9.827288522501476e-06,0.0,0.00048828125,0.0,13152.363626677567,5878.646948736115,-960.3528442382812,0.0,-35.137596130371094,0.0,14.302324295043945,0.0,-4.40731143951416,0.0,1.2377668619155884,0.0,-0.655232310295105,0.0,0.322554349899292,0.0,-0.2594311833381653,0.0,0.11548589169979095,0.0,-0.12996333837509155,0.0,0.03729390352964401,0.0,-0.08585873246192932,0.0,0.005062788724899292,0.0,0.5000000596046448,Anh đang chơi vơi Giữa dòng đời Vì cứ nhớ mãi Một người đã quá xa vời Yêu thêm cho con tim anh Trở nên lạc lối Anh muốn xóa hết Tất cả bao hy Vọng trong anh Mặc dù con tim anh Đã trở nên rất rối bời Vì phải cố quên một người,vi,1.0,55,224,1,0.8545454545454545
3132323535335f3435,False,processed_dataset/Viet/audio_rejected/3132323535335f3435.wav,../../data/raw/Viet_Dataset/songs/3132323535335f3435.wav,../../data/raw/Viet_Dataset/lyrics/3132323535335f3435.txt,2025-10-24T22:30:34.433663+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,0.18356667459011078,0.0,0.00021889373601879925,0.0,0.0,0.0,8010.115310767954,5288.452017945155,-590.9505615234375,0.0,26.368337631225586,0.0,-21.049999237060547,0.0,16.25284767150879,0.0,-12.907587051391602,0.0,10.460763931274414,0.0,-8.767763137817383,0.0,7.41750431060791,0.0,-6.4782233238220215,0.0,5.620190620422363,0.0,-5.0524492263793945,0.0,4.455835342407227,0.0,-4.086106300354004,0.0,0.5000001192092896,Cứ nói anh ấy đã bỏ rơi em Gượng nói lên lời chia tay Và lấy lý do là anh không tốt Niềm tin duy nhất của anh Bây giờ hắn ta cũng lấy đi nốt Em đi về bên người ấy Nhẹ nhàng ấm áp một nụ hôn Còn anh đánh mất đi em Con tim anh bỗng trở nên vô hồn Anh nhìn đoạn đường dài Tương lai sao anh không thấy Anh lo về ngày mai Anh sợ anh vẫn mãi như hôm nay Anh nhận là lỗi tại anh Để cho em nhẹ nhàng bước đi vậy,vi,1.0,101,403,1,0.7821782178217822
37313037305f3831,False,processed_dataset/Viet/audio_rejected/37313037305f3831.wav,../../data/raw/Viet_Dataset/songs/37313037305f3831.wav,../../data/raw/Viet_Dataset/lyrics/37313037305f3831.txt,2025-10-24T22:30:34.437951+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,3.8030588626861572,0.0,2.167648517570342e-06,0.0,0.0,0.0,8546.136041539403,5684.892539910885,-1041.675537109375,0.0,19.455392837524414,0.0,-14.50568675994873,0.0,10.094856262207031,0.0,-7.105559349060059,0.0,4.980264186859131,0.0,-3.581667423248291,0.0,2.5029044151306152,0.0,-1.8164538145065308,0.0,1.1954295635223389,0.0,-0.8509864211082458,0.0,0.46581679582595825,0.0,-0.29697948694229126,0.0,0.5,Phải cố quên đi Phải cố quên đi Những ngày ấm êm Vì tình ta giờ đây Chỉ còn đắng cay Đã phai tàn theo Bao lời ân ái Từng giây phút ân ái Đắm đuối bên nhau Sẽ mãi ra đi sau lời chia tay Anh vẫn biết như,vi,1.0,50,201,1,0.84
38313534315f3534,False,processed_dataset/Viet/audio_rejected/38313534315f3534.wav,../../data/raw/Viet_Dataset/songs/38313534315f3534.wav,../../data/raw/Viet_Dataset/lyrics/38313534315f3534.txt,2025-10-24T22:30:34.453342+00:00,1.0.0,44100,44100,2,4.5351473922902495e-05,-inf,1.4938056468963623,0.0,5.935472017881693e-06,0.0,0.0,0.0,8138.443957632806,5399.498504316277,-944.548583984375,0.0,24.588085174560547,0.0,-19.32944107055664,0.0,14.595808029174805,0.0,-11.310140609741211,0.0,8.91807746887207,0.0,-7.275961399078369,0.0,5.973222255706787,0.0,-5.078644752502441,0.0,4.262784004211426,0.0,-3.735027551651001,0.0,3.1764144897460938,0.0,-2.8428843021392822,0.0,0.5,Thanh Tâm Phổ Thiện Chú Biết bao sư đệ Phấn khích như được mùa Đả cẩu bổng pháp Tại hạ đã tuyệt đỉnh Kháng Long Hửu Hối Nằm trong tâm can mình Tiên Nhân Chỉ Lộ Khi đạt tới cảnh giới Thiên Ngoại Phi Tiên Cũng đủ để phân minh Học hỏi bí kiếp Đến từ Tam Sư Phụ Đi qua Thảo Điền Nơi Thầy đang cư ngụ Tu tâm như thầy ăn chay như Nasus Dồn vào một chiêu Cũng đủ làm hư trụ,vi,1.0,85,366,1,0.9294117647058824
