track_id,is_high_quality,normalized_audio_path,provenance_original_audio_path,provenance_original_lyrics_path,provenance_processing_date,provenance_script_version,audio_properties_original_sr,audio_properties_target_sr,audio_properties_channels,audio_features_duration_seconds,audio_features_integrated_loudness_lufs,audio_features_snr_percentile_db,audio_features_clipping_percentage,audio_features_rms_energy_mean,audio_features_rms_energy_std,audio_features_zcr_mean,audio_features_zcr_std,audio_features_spectral_centroid_mean,audio_features_spectral_bandwidth_mean,audio_features_mfcc_0_mean,audio_features_mfcc_0_std,audio_features_mfcc_1_mean,audio_features_mfcc_1_std,audio_features_mfcc_2_mean,audio_features_mfcc_2_std,audio_features_mfcc_3_mean,audio_features_mfcc_3_std,audio_features_mfcc_4_mean,audio_features_mfcc_4_std,audio_features_mfcc_5_mean,audio_features_mfcc_5_std,audio_features_mfcc_6_mean,audio_features_mfcc_6_std,audio_features_mfcc_7_mean,audio_features_mfcc_7_std,audio_features_mfcc_8_mean,audio_features_mfcc_8_std,audio_features_mfcc_9_mean,audio_features_mfcc_9_std,audio_features_mfcc_10_mean,audio_features_mfcc_10_std,audio_features_mfcc_11_mean,audio_features_mfcc_11_std,audio_features_mfcc_12_mean,audio_features_mfcc_12_std,audio_features_vocal_dominance_score_hpss,lyrics_features_cleaned_text,lyrics_features_language_code,lyrics_features_completeness_heuristic,lyrics_features_word_count,lyrics_features_char_count,lyrics_features_sentence_count,lyrics_features_type_token_ratio
Yuanan_-_Miedo_-_Yuanan,False,processed_dataset/jam-alt/audio_rejected/Yuanan_-_Miedo_-_Yuanan.wav,../../jamando_processed/transcoded/Yuanan_-_Miedo_-_Yuanan.wav,../../data/raw/jam-alt/lyrics/Yuanan_-_Miedo_-_Yuanan.txt,2025-10-24T21:56:02.740991+00:00,1.0.0,22050,44100,1,169.22149659863945,-16.161768406767617,9.586202581085209,0.0,0.07869923859834671,0.040017127990722656,0.04188217682320253,0.03620511655655401,2132.2262182140594,2464.7041137531955,-259.2917032199122,67.35937164783078,152.5097479877879,27.864720636944597,-39.18128470432902,24.5599001379279,50.6870968297169,23.80438383692316,-6.227347025804705,18.81760753570475,17.9022907374666,13.462666881673456,14.067345879733642,12.031319032922198,-7.6613345854324315,12.76981878888898,17.694773940527035,11.75070633732742,-7.889470624990435,11.847896814068642,4.441529520345724,14.04430710145163,1.1027466360173273,12.084142772116651,1.0467608662104957,9.689508550893562,0.8680223447487873,"Uh-uh-uh-uh Na-na-na-nai Na-na-na-nai Yo digo miedo, miedo, nos engañan con el miedo, chili-bu, ay Miedo, miedo, nos engañan con el miedo, te lo digo a ti Miedo, miedo, nos engañan con el miedo, no Miedo, miedo, nos engañan con el miedo Nuevo mecanismo de control Miedo para la población Dominación mediante el terror Cada día vemos en televisión Atentados, guerras, muertes y destrucción Pero nadie se encarga de decir la verdad de la situación Porque si se Miedo, miedo, nos engañan con el miedo, chili-bu, ay Miedo, miedo, nos engañan con el miedo, te lo digo a ti Miedo, miedo, nos engañan con el miedo, no Miedo, miedo, nos engañan con el miedo Mr. Money está detrás del miedo Imponiendo su ley all over the world Todo se compra, todo se vende Almas, cuerpos, vidas inocentes Todo se compra, todo se vende Almas, cuerpos, vidas inocentes Miedo, miedo, nos engañan con el miedo, chili-bu, ay Miedo, miedo, nos engañan con el miedo, te lo digo a ti Miedo, miedo, nos engañan con el miedo, no Miedo, miedo, nos engañan con el miedo Mercado de preocupación Consumo excesivo como evasión Trabajo, trabajo, ocupa el tiempo A cambio de dinero, tu esfuerzo y sudor, no, no A cambio de dinero tu esfuerzo y sudor, no Porque si se Miedo, miedo, nos engañan con el miedo, chili-bu, ay Miedo, miedo, nos engañan con el miedo, te lo digo a ti Miedo, miedo, nos engañan con el miedo, no Miedo, miedo, nos engañan con el miedo, no, no, no",es,1.0,255,1428,2,0.33725490196078434
Lower_Loveday_-_Is_It_Right_,False,processed_dataset/jam-alt/audio_rejected/Lower_Loveday_-_Is_It_Right_.wav,../../jamando_processed/transcoded/Lower_Loveday_-_Is_It_Right_.wav,../../data/raw/jam-alt/lyrics/Lower_Loveday_-_Is_It_Right_.txt,2025-10-24T21:56:05.114429+00:00,1.0.0,22050,44100,1,180.06149659863945,-12.619246828544966,9.9602468693172,0.0,0.06907236576080322,0.029487157240509987,0.05542845341715023,0.032537794767150706,2091.9139500508522,2161.897718418751,-238.01671199663394,89.47560776186712,173.71620860166368,36.379473242285314,-57.006601665739936,28.60058377001261,46.31770324728836,26.59825615645072,-0.1217685142239814,15.64902732460826,11.280675428806257,10.469424654412599,10.010536180107652,9.15895190563817,-9.887397847964513,10.065959473155285,16.19423620929748,9.998201883245338,-4.509224427426742,8.102863403613817,9.394251806331486,8.435051287403285,3.6106239013772203,6.597044859088804,-1.8142246833494864,6.536835031904302,0.7775770556835759,"Late nights staying up, messaging you Can I express what I'm feeling for you without revealing truths? I've been thinking about you lately (lately) That's a massive understatement, baby I can't stop thinking about you all day and all night Oh, but is it right? Finally figured it out, I got my head around it Although I know I've got to get myself out of this habit Of falling for someone who's out of reach, it's unrealistic My dream won't become a reality, but was it meant to be? I've been thinking about you lately (lately) That's a massive understatement, baby 'Cause I'm thinking about you all day and all night Oh, but is it right? I don't know but I, I know how it feels to me Maybe you're just playing games, a game I don't wanna play I don't know but I, I know how it feels to me Maybe you're just playing games, a game I don't wanna play I've been thinking about you lately (lately) That's a massive understatement, baby 'Cause I'm thinking about you all day and all night Oh, but is it right? I've been thinking about you lately (lately) That's a massive understatement, baby 'Cause I'm thinking about you all day and all night Oh, but is it right?",en,1.0,216,1160,7,0.38425925925925924
Capotes_à_un_Franc_-_elmanu,False,processed_dataset/jam-alt/audio_rejected/Capotes_à_un_Franc_-_elmanu.wav,../../jamando_processed/transcoded/Capotes_à_un_Franc_-_elmanu.wav,../../data/raw/jam-alt/lyrics/Capotes_à_un_Franc_-_elmanu.txt,2025-10-24T21:56:07.042755+00:00,1.0.0,22050,44100,1,187.9625850340136,-15.57937647366496,10.180238741973097,0.0,0.07135120034217834,0.026169540360569954,0.052606589474598515,0.04976624838690106,1899.3972421293354,2158.2526167881006,-248.76459111726626,71.64681235526182,185.26525965767325,31.065411286009752,-49.92662974168208,25.797523113858123,54.92259256590199,19.136493835712926,-1.2908849056435878,19.52061837400994,12.730904884053468,12.056983574649244,10.577973746321893,9.19199672079682,-4.181470342408733,10.476973172017969,18.24653663266724,9.17298967498418,-10.500160730711194,10.527034656591379,7.104995509374722,8.635870525304679,-1.0876944391138368,8.09454313267136,-4.398063548559368,7.40828936573672,0.7644270591159464,"Salut mon grand, comment ça va ? Ça faisait longtemps que j't'avais pas Envoyé une petite lettre, c'est pas évident Tu sais, j'ai beau leur demander Ils font la gueule au PTT Le code postal du Paradis n'est pas courant Mais je me dis que maintenant que les capotes sont à un franc J'vais en gonfler dix à l'hélium pour accrocher La lettre que j'écris à l'instant, qui s'en ira au gré du vent Il ne te restera plus qu'à la rattraper Tu sais, t'aurais pas du crever, la vie n'était pas terminée Hier encore, y avait des vagues et puis du vent On aurait pu aller surfer, mais t'as préféré te casser Dans le jardin d'Éden, dans le jardin du temps Mais tu te dis que maintenant que les capotes sont à un franc Ton cœur battrait plus fort, quand arrive l'été Tu sentirais encore le vent, les grains de sable et puis le temps Couler entre tes doigts, et glisser sous tes pieds OK, je sais bien qu'elle était super bandante à en crever Elle t'a entraîné dans son lit, tu pouvais pas refuser Tu n'avais que deux francs sur toi, et t'as pensé, « 'tention, SIDA » Mais qu'une fille belle comme ça était immunisée Et tu te dis que maintenant que les capotes sont à un franc Tu serais encore là et tu raconterais Que t'avais fait l'amour deux fois sans penser qu'avec cette fille là L'amour et la mort étaient à jamais liés",fr,1.0,248,1310,2,0.6814516129032258
POIGNEE_DE_MAIN_-_Cabbac,False,processed_dataset/jam-alt/audio_rejected/POIGNEE_DE_MAIN_-_Cabbac.wav,../../jamando_processed/transcoded/POIGNEE_DE_MAIN_-_Cabbac.wav,../../data/raw/jam-alt/lyrics/POIGNEE_DE_MAIN_-_Cabbac.txt,2025-10-24T21:56:34.697716+00:00,1.0.0,22050,44100,1,209.03183673469388,-16.23539037818889,11.418354289795836,0.0,0.06858891248703003,0.03877465799450874,0.028952623837128575,0.021453011058625404,1347.7175221315315,1699.965947160103,-285.1034183509784,49.94384585139512,177.51726388248488,23.360272389365605,-22.27375737737635,19.742840127992242,29.032169292376604,23.643784379345412,27.52946658441146,19.272659900000644,10.019377102799393,9.69914949605849,9.1173825526901,9.614254494562728,7.142015141057983,9.998307436641342,9.051610325558334,8.338820523255198,-2.954973526399133,8.689949247636083,5.675441408742102,7.266387793965043,2.921918383519259,6.348471454401309,-2.4263773029409736,6.4104073872273215,0.8919891666773861,"Que dit-on d'une poignée de main ? Laquelle vais-je serrer demain ? Jeu de mains, jeu de vilain Un dicton bien corollaire Mieux vaut une rime populaire Jeu de mains, jeu de malin Que pense-t-on d'une poignée de main ? Qu'elle indiffère souvent sans doute Mais que rarement elle envoûte Quelquefois rêche elle déroute Quelquefois moite elle dégoûte J'ai deux mains, j'ai du dédain Cependant une poignée de main Peut apporter par sa décence Une plus noble concupiscence Qu'un baiser qui d'évidence Lui oppose son éloquence Jeu de mains, jeu de câlin Il arrive qu'une poignée de main Soit si chère, tellement espérée Intimement escomptée Le passage d'un fluide discret Communion inexpliquée Jeu de mains, visage carmin Prise de conscience qu'une prise de main Apporte une futile confusion Offre une furtive possession Fait de cette approche tactile Une confrontation subtile Jeu de mains, rapport humain",fr,1.0,145,900,4,0.696551724137931
Rxbyn_-_Bad_Side,False,processed_dataset/jam-alt/audio_rejected/Rxbyn_-_Bad_Side.wav,../../jamando_processed/transcoded/Rxbyn_-_Bad_Side.wav,../../data/raw/jam-alt/lyrics/Rxbyn_-_Bad_Side.txt,2025-10-24T21:56:43.172022+00:00,1.0.0,22050,44100,1,216.55523809523808,-13.179681232685835,8.949196586653304,0.0,0.07857854664325714,0.03997562825679779,0.05178213101612341,0.06360587736604269,2564.884047550117,2810.231218158241,-294.4234763798143,95.2854900512858,133.04861145892997,37.79682036942478,-15.665552977233116,37.1287080083601,70.58286415270457,30.54697796359009,-1.3041112018697647,21.620691158213763,31.62686837188518,15.09237712484199,7.673459391859935,11.238683514603103,-6.982120582137505,11.976778641177539,25.65494204594645,12.84246926594264,-10.519501951386099,11.36085448273185,14.319980491745369,10.445556574096289,2.687331158550664,9.375720734238385,-3.480843005587111,7.750187348953452,0.9076144552105234,"One, two, three See you looking at me with those eyes Four, five, six I know that you want this Am I right? Think I'm right Let's skip the games Fast forward to the ""What's your name?"" Why take our time? Time So one, two, three Know you heard about me That's alright Just hit my line, oh So come to me Tonight we don't have to be enemies Keep it going like it's meant to be Meant to be, just wait and see So come with me And maybe you can touch my body Don't be scared to take ahold of me Take me in and breathe, tear me up to pieces Oh Get a taste of my bad side Just a taste of my bad side You want a taste of my bad side Just a taste of my bad side You wanna know what it feels like To get a taste of my bad side La-di-da-di Bet you'll think it's nothing Till it drops all at once Your heart Oh my, oh me I'm fucking crazy and I can't stop It'll be fun, ha! Let's skip the games Fast forward to the ""What's your name?"" Why take our time? Time So oh my, oh me I'm fucking crazy And I can't stop So this'll be fun So come to me Tonight we don't have to be enemies Keep it going like it's meant to be Meant to be, just wait and see So come with me And maybe you can touch my body Don't be scared to take ahold of me Take me in and breathe, tear me into pieces Oh Get a taste of my bad side Just a taste of my bad side You want a taste of my bad side Just a taste of my bad side You wanna know what it feels like To get a taste of my bad side (Come to me) (Tonight we don't have to be enemies) Just a taste of my bad side (Keep it going like it's meant to be) (Meant to be, just wait and see) You want a taste of my bad side (So come with me) (And maybe you can touch my body) Just a taste of my bad side (Don't be scared to take a hold of me) You wanna know what it feels like (Take me in and breathe) To get a taste of my bad side Oh Get a taste of my bad side Get a taste of my bad side Just a taste of my bad side Just a taste of my bad side You want a taste of my bad side, hey! Just a taste of my bad side Taste of my bad side",en,1.0,455,2031,8,0.3010989010989011
Libre_by_CybeR_AttaCK_-_CyberAttacK,False,processed_dataset/jam-alt/audio_rejected/Libre_by_CybeR_AttaCK_-_CyberAttacK.wav,../../jamando_processed/transcoded/Libre_by_CybeR_AttaCK_-_CyberAttacK.wav,../../data/raw/jam-alt/lyrics/Libre_by_CybeR_AttaCK_-_CyberAttacK.txt,2025-10-24T21:56:43.262731+00:00,1.0.0,22050,44100,1,216.93102040816328,-18.22548474110073,10.403506295959353,0.0,0.07380646467208862,0.029021909460425377,0.066891160188654,0.0405229824364243,2547.404776366341,2537.052034396882,-215.08957600008603,52.09861465106915,160.1611012576594,23.41302490534096,-58.12253122035405,15.46603595611873,66.05603299214047,18.680550172150486,-6.007119593492852,19.752391249175574,8.667884115948283,11.677635387616585,9.690777602304733,7.328040254281929,-4.7505560574318295,10.233588588543665,19.121604462093885,10.086267253341786,-6.450982459096605,9.045614687811945,17.054440974509,7.4930851850591065,0.8109190230551544,7.427645277403819,-1.0719561720213295,6.604802499846298,0.7673990469167703,"L'homme ne sera jamais libre (Pourquoi ?) Comme un loup que l'on assigne à résidence Apaisé, vulnérable, attendant providence Pour des aigles voraces qui ne voient que pitance Qui ne laisseront que l'os, voilà ma délivrance Comme un loup que l'on assigne à résidence Apaisé, vulnérable, attendant providence Pour des aigles voraces qui ne voient que pitance Qui ne laisseront que l'os, voilà ma délivrance L'homme est un fauve en cage, épris de liberté Qui ne rêve qu'à plier bagage et ne jamais se retourner Un chien docile et sage, statique comme une image Retenu en otage avec pour deal un beau mirage L'homme tient un faux langage quand il s'agit de s'exprimer Il contient toute sa rage avec l'envie de tout briser C'est la recette du succès, les agneaux ne savent pas danser Et les journées qui se succèdent nous en empêcheront d'y penser À ne plus nourrir ce qui est essentiel À mourir au nom de cette essence À vouloir dominer le ciel Il n'y a que des barreaux pour lesquels nous n'trouverons pas le sommeil Comme des papillons amputés des ailes Comme tous ces humains shootés au diesel Reproduction d'un cycle artificiel Il n'y a que les oiseaux qui peuvent se réveiller au sommet Comme un loup que l'on assigne à résidence Apaisé, vulnérable, attendant providence Pour des aigles voraces qui ne voient que pitance Qui ne laisseront que l'os, voilà ma délivrance Comme un loup que l'on assigne à résidence Apaisé, vulnérable, attendant providence Pour des aigles voraces qui ne voient que pitance Qui ne laisseront que l'os, voilà ma délivrance L'homme n'est plus un sage, un guide parmi les singes Un animal qui vibre au rythme de nombreux messages codés Il se prétend Messie dans un monde vicieux Il se sent progressé, unique quand il ferme les yeux L'homme est un solitaire actif mais paresseux Il adule les vipères qui se délectent de tous ces vœux Il envie le courage, une envie de courir Vers un profond sentiment de construire un monde à son image Alors Plus nourrir ce qui est essentiel À mourir au nom de cette essence À vouloir dominer le ciel Il n'y a que des barreaux pour lesquels nous n'trouverons pas le sommeil Comme des papillons amputés des ailes Comme tous ces humains shootés au diesel Reproduction d'un cycle artificiel Il n'y a que les oiseaux qui peuvent se réveiller au sommet",fr,1.0,401,2308,2,0.4164588528678304
Color_Out_-_Falling_Star,False,processed_dataset/jam-alt/audio_rejected/Color_Out_-_Falling_Star.wav,../../jamando_processed/transcoded/Color_Out_-_Falling_Star.wav,../../data/raw/jam-alt/lyrics/Color_Out_-_Falling_Star.txt,2025-10-24T21:56:47.434180+00:00,1.0.0,22050,44100,1,221.97845804988663,-12.656801232206105,9.570404753670898,0.0,0.07175955921411514,0.028257781639695168,0.05055457717703975,0.03156885328701922,2155.6046838250695,2308.2670921820445,-251.25961140939634,84.46700987593314,172.83429630241852,23.855093723713598,-44.61989454372402,41.00750776274722,50.52680241890945,36.15348831602352,-8.636268921729515,17.662937043837026,23.94045644594773,15.728276817840669,15.224725730423772,10.52912326594235,-10.839957577831967,10.789398405256694,20.564600755376105,14.529035551115129,-5.976548993224272,9.650907242151444,8.433784896495018,10.473518650455508,0.2293920988496661,7.38096280129306,-0.8604573228629637,7.435844106057711,0.8756533089672183,"Someday you'll come back here And you'll open up your arms And you'll laugh and say I knew it wouldn't take you long To realize I was gone And it's only been three years (it's only been three years) But for me it's been so long (so long, so long) And I remember it like yesterday Oh, you could say I've been holding on (holding on) And I waited all of my life For you to make it right But the time has come and gone And it's faded and lost all it's light A star that shined so bright Falls from the sky Don't make a wish that won't come true And I learned that from you Such a long time ago (long time ago) When you left you said you had to find A better way of life This one just wouldn't do (just wouldn't do) And I waited all of my life For you to take your time To find your place But I learned that this world still turns without you And you were just a phase and I learned without you Here I was happier alone Then I ever would've known And so I waited (I waited) And so I waited (and I waited and I waited) And so I waited all of my life (all of my life) For you to take your time (for you to take your time) But the time has come and gone (and the time has come and gone) And it's faded and lost all its light A star that shined so bright Falls from the sky On this cold December night",en,1.0,273,1293,1,0.4468864468864469
Mère_nature_-_Law',False,processed_dataset/jam-alt/audio_rejected/Mère_nature_-_Law'.wav,../../jamando_processed/transcoded/Mère_nature_-_Law'.wav,../../data/raw/jam-alt/lyrics/Mère_nature_-_Law'.txt,2025-10-24T21:56:47.501109+00:00,1.0.0,22050,44100,1,225.27274376417233,-14.666459895999566,10.207749381042422,0.0,0.07048698514699936,0.03251606598496437,0.06119836961773346,0.03874926240406472,2452.8999831948217,2604.566303543037,-236.08196834562088,71.20534329342203,163.5079332491087,28.90126824266501,-52.59239043580479,22.77337140864279,58.94010462549348,21.91633296587345,-7.855543396699703,18.07712623908208,17.818828111119494,12.303939232726094,3.5123946912110244,9.88422416023886,-11.19654892633074,9.557513540392119,14.317051131267753,9.499172030610074,-19.845300348331982,8.806807946131816,12.687174494288538,9.045125914612148,-0.7068240044652042,7.672711642306958,-4.5409459583636025,7.18705951166434,0.7186213732799166,"La terre est ma plus jeune enfant Je suis la mère de tous les océans Quand je m'énerve, deux ou trois volcans Un petit déluge et un tremblement Je n'peux pas dire que la vie m'est dure J'vais pas te faire une gueule d'atmosphère Je suis là, je suis la mère nature J'en suis là, je suis la terre mature Je n'suis pas de bon augure, c'est sûr J'en suis las de toute ta pourriture J'ai bien envie de me couler un bain Prends ta combi', ton masque et tuba Après, j'irai me dorer la pilule Prends tes lunettes, ta casquette et ton pull Des fois que je change d'avis J'prévois jamais toutes mes envies Je suis là, je suis la mère nature J'en suis là, je suis la terre mature Je n'suis pas de bon augure, c'est sûr J'en suis las de toute ta pourriture J'aime trop la vie pour te laisser mourir J'aime trop la mort pour te laisser sourire Même si je te le laisse celui-là Fais attention à celui qui va là Je suis là, je suis la mère nature J'en suis là, je suis la terre mature Je n'suis pas de bon augure, c'est sûr J'en suis las de toute ta pourriture Je suis là, je suis la mère mature J'en suis là, j'essuie ta pourriture J'y suis là, j'efface tes ratures Je suis las d'être ta mère nature Je suis la mère nature Tu es ma pourriture Je suis la mère nature Tu es ma pourriture",fr,1.0,252,1271,1,0.42857142857142855
Diosa_de_la_noche_-_Brunela_Crochenci,False,processed_dataset/jam-alt/audio_rejected/Diosa_de_la_noche_-_Brunela_Crochenci.wav,../../jamando_processed/transcoded/Diosa_de_la_noche_-_Brunela_Crochenci.wav,../../data/raw/jam-alt/lyrics/Diosa_de_la_noche_-_Brunela_Crochenci.txt,2025-10-24T21:56:47.553245+00:00,1.0.0,22050,44100,1,230.0554648526077,-16.52770207034733,11.814534969003365,0.0,0.06123577430844307,0.039361730217933655,0.03466759913863797,0.027154891908465758,1561.5411224031484,2126.8131645343024,-295.71935224774586,93.47840229126794,166.5493939326368,32.59672154644942,-6.212713852329671,30.981094892408358,40.53876005585601,22.621686687179956,-4.046458649145395,19.429681976014297,19.36011730822222,11.284403585704762,6.771338259902332,11.050553002184424,-5.5522999461152205,10.429412723635439,14.362385290968689,12.720781606387655,-14.28234877560592,8.775505450116961,2.921371428891536,9.54753016012193,1.4734004837774939,8.141533912214657,-2.8961643685917395,8.888514250879783,0.850095395888905,"Ella es un misterio para la humanidad No hay leyenda alguna que revele su verdad Viaja entre las sombras, es la eterna oscuridad Deja que te cuente un poco más Cabellos de plata y mirada de cristal Una piel radiante y oscura como el mar Las criaturas duermen con su arrullo angelical Deja que te cuente un poco más Y dicen que ella vive aquí desde hace años Y que pocos la verán Y dicen que nadie pudo olvidar su canto, oh, uoh Ella es un misterio para la humanidad Pero nadie duda de su inmortalidad Nadie le hace sombra, es la eterna oscuridad Deja que te cuente un poco más Fue incomprendida a causa de su gran poder Algo en su mirada puede hacerte estremecer Carga con heridas que no dejan de doler Deja que te cuente un poco más Y dicen que ella vive aquí desde hace años Y que pocos la verán Y dicen que nadie pudo olvidar su canto, oh, uoh Uh-oh-oh, uh-oh-oh-oh, uh-oh-oh, uh-oh-oh-oh Uh-oh-oh, uh-oh-oh, oh-oh, oh Y dicen que ella vive aquí desde hace años Y que pocos la verán Y dicen que nadie pudo olvidar su canto, oh, uoh-uoh Uh-oh-oh, uh-oh-oh-oh, uh-oh-oh, uh-oh-oh-oh Uh-oh-oh, uh-oh-oh, oh-oh, oh",es,1.0,205,1113,1,0.43902439024390244
Der_Musiker_-_d-music,False,processed_dataset/jam-alt/audio_rejected/Der_Musiker_-_d-music.wav,../../jamando_processed/transcoded/Der_Musiker_-_d-music.wav,../../data/raw/jam-alt/lyrics/Der_Musiker_-_d-music.txt,2025-10-24T21:56:53.705539+00:00,1.0.0,22050,44100,1,270.8297052154195,-15.579665362674302,10.742599406655867,0.0,0.06730286777019501,0.036977577954530716,0.06955617478191443,0.060418196526445596,2718.590415656592,2647.615428662695,-282.81954052934816,93.67195433383306,118.88257564582568,32.29460939595547,-23.941126763867107,45.10146059603995,78.76368848347703,28.725086001527565,5.435024241394894,23.646612727537466,18.85878594673538,14.498778920354408,6.713091463338457,11.71863807972062,-7.186330497237834,11.303887268638716,16.377431025375778,13.640627017761398,-12.983222934179178,11.84183962881045,8.13324102096526,9.929048849417494,-3.076882255998958,7.7752061009639135,-3.1135799428264734,8.38647760008157,0.7564890992091368,"Es ist weit gefehlt Dass es immer quält Wenn ein Musiker schlicht Von seinem Alltag spricht Sei's Melancholie Oder Hysterie Wenn ich ehrlich bin Hab' ich das nie Dieses magische Greifen Nach der neuen Idee Was nur möglich sei Mit der guten Fee Ist 'ne Ideologie Von Anfang an Und genau besehen Ist da gar nichts dran Komponieren und Dichten Als bräuchte man nur Von den Musen berichten So ist es nicht Denn wenn alles bricht Nimmt man doch Rückzug Zu Lug und Trug Einen Song zu schreiben Ist keine göttliche Gunst Ist im doppelten Sinne Einfach Kunst Ein profanes Geschehen Wie 'ne Schraube drehn Mit Geduld und Mut Wird alles gut (Uh, ah-ja, eh-jo) Ich mach' Musik, Musik Weil es mich schon immer trieb (Uh, ah-ja, eh-jo) Ich mach' Musik, Musik Every day and every week Doch an manchen Tagen Ist es einfach schwer Da wünscht ich mir Solche Musen daher Die mir sagen wie's geht Und mich einfach küssen Und der Song sich schreibt Ohne Grübeln zu müssen Doch die Grübelei Ist auch was Schönes dabei Dass du suchst und suchst Manchmal kräftig fluchst Keinen Ausweg siehst Und in Trübsinn fliehst Doch du kommst wieder raus Mit einem neuen Ohrenschmaus Ja, was neues zu hör'n Dass es noch nicht gab Ist der ganze Törn Ist der helle Tag Es ist ein Hochgefühl Dass sich in dir aufstellt Dein warmer Regen Der aus dir rausquellt Ganz allein dafür Lohnt der Aufwand schon Und die neuen Töne Sind der höchste Lohn (Uh, ah-ja, eh-jo) Ich mach' Musik, Musik Weil es mich schon immer trieb (Uh, ah-ja, eh-jo) Ich mach' Musik, Musik Every day and every week Zu den schönsten Sachen Am Musik machen Gehört der Jam Den andere entfachen Du gemeinsam suchst Und gemeinsam findest Ohne dass du dich Nur an Formen bindest Ins Blaue hinein Zu viert zu drei'n oder zwei'n Ist ein Geschehen Mit göttlichen Weihen Communio, im engsten Sinne Eine Einigkeit In der ich mich gewinne (Uh, ah-ja, eh-jo) Ich mach' Musik, Musik Weil es mich schon immer trieb (Uh, ah-ja, eh-jo) Ich mach' Musik, Musik Every day and every week",de,1.0,354,1996,1,0.5988700564971752
